附件id,附件类型,附件名称,原文件名,最后修改时间,最后执行修改事务人id,附件路径,页码大小,数据导入类型，是否是本系统生成的数据 默认0 ,创建时间,是否是本地文件 0-否  1-是 ,地区编码,操作类型,uuid,是否是本地文件, 地区编码
FILE320500280680179578179584,.pdf,（苏苏相）应急立〔2020〕5号.pdf,,12/6/2024 23:22,USER3205198,/opt/data-new/file//3205/320507/2020/3/writ/WS320500280680179263606784.pdf,1,320500,8/5/2020 21:59,1,320500,i,b1d5cffe-f220-11eb-bca6-fa163e11a32f,,苏州市
FILE320500280680687533559808,.doc,（苏苏园）应急立〔2020〕4号.doc,,12/7/2024 0:22,"USER3205046
",/opt/data-new/tmp//3205/320571/2020/3/writ/WS320500280680687206404096.doc,2,320500,8/5/2020 21:59,1,320500,i,c9d99abf-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280680687537754112,.pdf,（苏苏园）应急立〔2020〕4号.pdf,,12/7/2024 0:22,"USER3205046
",/opt/data-new/file//3205/320571/2020/3/writ/WS320500280680687206404096.pdf,2,320500,8/5/2020 21:59,1,320500,i,c9d99ad3-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280681257824686080,.pdf,（苏苏园）应急立〔2020〕4号.pdf,,12/7/2024 0:22,"USER3205046
",/opt/data-new/file//3205/320571/2020/3/writ/FILE320500280681257824686080.pdf,2,320500,8/5/2020 21:59,1,320500,i,b1d5d022-f220-11eb-bca6-fa163e11a32f,,苏州市
FILE320500280681976740974592,.doc,（苏苏园）应急立〔2020〕5号.doc,,12/7/2024 0:22,"USER3205046
",/opt/data-new/tmp//3205/320571/2020/3/writ/WS320500280681976413818880.doc,2,320500,8/5/2020 21:59,1,320500,i,c9d99af6-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280681976749363200,.pdf,（苏苏园）应急立〔2020〕5号.pdf,,12/7/2024 0:22,"USER3205046
",/opt/data-new/file//3205/320571/2020/3/writ/WS320500280681976413818880.pdf,2,320500,8/5/2020 21:59,1,320500,i,c9d99b08-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280682269100740608,.pdf,（苏苏园）应急立〔2020〕3号.doc,,12/7/2024 0:22,"USER3205069
",/opt/data-new/file//3205/320571/2020/3/other/（苏苏园）应急立〔2020〕3号.doc,0,320500,8/5/2020 21:59,1,320500,i,c9d99b19-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280682270451306496,.pdf,（苏苏园）应急立〔2020〕5号.pdf,,12/7/2024 0:22,"USER3205046
",/opt/data-new/file//3205/320571/2020/3/writ/FILE320500280682270451306496.pdf,2,320500,8/5/2020 21:59,1,320500,i,c9d99b2b-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280682332703166464,.pdf,（苏苏园）应急立〔2020〕3号.pdf,,12/7/2024 0:22,"USER3205069
",/opt/data-new/file//3205/320571/2020/3/other/（苏苏园）应急立〔2020〕3号.pdf,0,320500,8/5/2020 21:59,1,320500,i,c9d99b3c-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280682636970561536,.pdf,（苏苏相）应急立〔2020〕6号.pdf,,12/7/2024 0:22,USER3205198,/opt/data-new/file//3205/320507/2020/3/writ/WS320500280682636534353920.pdf,1,320500,8/5/2020 21:59,1,320500,i,b1d5d063-f220-11eb-bca6-fa163e11a32f,,苏州市
FILE320500280683407615201280,.pdf,（苏苏园）应急立〔2020〕3号.doc,,12/7/2024 0:22,"USER3205069
",/opt/data-new/tmp//3205/320571/2020/3/writ/FILE320500280683407615201280.doc,0,320500,8/5/2020 21:59,1,320500,i,c9d99b5f-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280683407623589888,.pdf,（苏苏园）应急立〔2020〕3号.pdf,,12/7/2024 0:22,"USER3205069
",/opt/data-new/file//3205/320571/2020/3/writ/FILE320500280683407623589888.pdf,0,320500,8/5/2020 21:59,1,320500,i,c9d99b73-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280683409179676672,.pdf,（苏苏园）应急检查〔2020〕2号.pdf,,12/7/2024 0:22,"USER3205046
",/opt/data-new/file//3205/320571/2020/3/writ/WS320500280683408907046912.pdf,1,320500,8/5/2020 21:59,1,320500,i,b1d5d087-f220-11eb-bca6-fa163e11a32f,,苏州市
FILE320500280683779498971136,.pdf,（苏苏园）应急立〔2020〕3号.doc,,12/7/2024 0:22,"USER3205069
",/opt/data-new/tmp//3205/320571/2020/3/writ/FILE320500280683779498971136.doc,0,320500,8/5/2020 21:59,1,320500,i,c9d99b98-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280683779511554048,.pdf,（苏苏园）应急立〔2020〕3号.pdf,,12/7/2024 0:22,"USER3205069
",/opt/data-new/file//3205/320571/2020/3/writ/FILE320500280683779511554048.pdf,0,320500,8/5/2020 21:59,1,320500,i,c9d99bab-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280684031211737088,.pdf,（苏苏园）应急立〔2020〕3号.doc,,12/7/2024 0:22,"USER3205069
",/opt/data-new/tmp//3205/320571/2020/3/writ/FILE320500280684031211737088.doc,0,320500,8/5/2020 21:59,1,320500,i,c9d99bbc-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280684031224320000,.pdf,（苏苏园）应急立〔2020〕3号.pdf,,12/7/2024 0:22,"USER3205069
",/opt/data-new/file//3205/320571/2020/3/writ/FILE320500280684031224320000.pdf,0,320500,8/5/2020 21:59,1,320500,i,b1d5d0b4-f220-11eb-bca6-fa163e11a32f,,苏州市
FILE320500280686373487251456,.doc,（苏苏园）应急检记〔2020〕2号.doc,,12/7/2024 0:22,"USER3205042
",/opt/data-new/tmp//3205/320571/2020/3/writ/WS320500280686373231398912.doc,1,320500,8/5/2020 21:59,1,320500,i,c9d99be0-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280686373491445760,.pdf,（苏苏园）应急检记〔2020〕2号.pdf,,12/7/2024 0:22,"USER3205042
",/opt/data-new/file//3205/320571/2020/3/writ/WS320500280686373231398912.pdf,1,320500,8/5/2020 21:59,1,320500,i,c9d99bf1-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280686549316669440,.pdf,（苏苏园）应急检记〔2020〕2号.pdf,,12/7/2024 0:22,"USER3205042
",/opt/data-new/file//3205/320571/2020/3/writ/FILE320500280686549316669440.pdf,1,320500,8/5/2020 21:59,1,320500,i,c9d99c03-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280690617976098816,.pdf,（苏苏园）应急检查〔2020〕3号.pdf,,12/7/2024 2:22,"USER3205040
",/opt/data-new/file//3205/320571/2020/3/writ/WS320500280690617674108928.pdf,1,320500,8/5/2020 21:59,1,320500,i,b1d5d0e2-f220-11eb-bca6-fa163e11a32f,,苏州市
FILE320500280693567528112128,.doc,（苏苏园）应急检记〔2020〕3号.doc,,12/7/2024 2:22,"USER3205048
",/opt/data-new/tmp//3205/320571/2020/3/writ/WS320500280693567251288064.doc,1,320500,8/5/2020 21:59,1,320500,i,c9d99c27-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280693567536500736,.pdf,（苏苏园）应急检记〔2020〕3号.pdf,,12/7/2024 2:22,"USER3205048
",/opt/data-new/file//3205/320571/2020/3/writ/WS320500280693567251288064.pdf,1,320500,8/5/2020 21:59,1,320500,i,c9d99c38-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280693727175905280,.doc,（苏苏园）应急检记〔2020〕3号.doc,,12/7/2024 2:22,"USER3205048
",/opt/data-new/tmp//3205/320571/2020/3/writ/FILE320500280693727175905280.doc,1,320500,8/5/2020 21:59,1,320500,i,c9d99c48-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280693727192682496,.pdf,（苏苏园）应急检记〔2020〕3号.pdf,,12/7/2024 2:22,"USER3205048
",/opt/data-new/file//3205/320571/2020/3/writ/FILE320500280693727192682496.pdf,1,320500,8/5/2020 21:59,1,320500,i,c9d99c59-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280695070603087872,.pdf,（苏苏园）应急检记〔2020〕3号.pdf,,12/7/2024 2:22,"USER3205048
",/opt/data-new/file//3205/320571/2020/3/writ/FILE320500280695070603087872.pdf,1,320500,8/5/2020 21:59,1,320500,i,c9d99c6b-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280696176582332416,.jpg,微信图片_20200314135339.jpg,,12/7/2024 2:22,USER3205280,/opt/data-new/file//3205/320581/2020/3/other/微信图片_20200314135339.jpg,1,320500,8/5/2020 21:59,1,320500,i,c9d99c7e-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280696203547512832,.jpg,微信图片_20200314135357.jpg,,12/7/2024 2:22,USER3205280,/opt/data-new/file//3205/320581/2020/3/other/微信图片_20200314135357.jpg,1,320500,8/5/2020 21:59,1,320500,i,c9d99c91-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280696270773817344,.doc,（苏苏常）应急立〔2020〕7号.doc,,12/7/2024 2:22,USER3205280,/opt/data-new/tmp//3205/320581/2020/3/writ/WS320500280696270463438848.doc,1,320500,8/5/2020 21:59,1,320500,i,c9d99ca4-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280696270778011648,.pdf,（苏苏常）应急立〔2020〕7号.pdf,,12/7/2024 2:22,USER3205280,/opt/data-new/file//3205/320581/2020/3/writ/WS320500280696270463438848.pdf,1,320500,8/5/2020 21:59,1,320500,i,c9d99ce0-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280696635044925440,.doc,（苏苏园）应急立〔2020〕6号.doc,,12/7/2024 2:22,"USER3205048
",/opt/data-new/tmp//3205/320571/2020/3/writ/WS320500280696634734546944.doc,1,320500,8/5/2020 21:59,1,320500,i,c9d99cf1-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280696635049119744,.pdf,（苏苏园）应急立〔2020〕6号.pdf,,12/7/2024 2:22,"USER3205048
",/opt/data-new/file//3205/320571/2020/3/writ/WS320500280696634734546944.pdf,1,320500,8/5/2020 21:59,1,320500,i,c9d99d03-2b7d-11ec-b626-fa163e11a32f,,苏州市
FILE320500280696756671352832,.pdf,（苏苏园）应急立〔2020〕6号.pdf,,12/7/2024 2:22,"USER3205048
",/opt/data-new/file//3205/320571/2020/3/writ/FILE320500280696756671352832.pdf,1,320500,8/5/2020 21:59,1,320500,i,b1d5d159-f220-11eb-bca6-fa163e11a32f,,苏州市
FILE320500280698123456614400,.jpg,微信图片_20200314140149.jpg,,12/7/2024 2:22,USER3205280,/opt/data-new/file//3205/320581/2020/3/other/微信图片_20200314140149.jpg,1,320500,8/5/2020 21:59,1,320500,i,c9d99d29-2b7d-11ec-b626-fa163e11a32f,,苏州市
