"文书记录id","文书类型编码(code关联字典表)","来源id","业务id","文书填报人","填报人所处的单位","创建时间","最后修改时间","最后执行修改事务人id","承办人id(需要承办人签名时，才传该字段,最多3个人)","已经签名的承认人的id","文书号","pdf附件id(关联附件表)","签字文书附件id(关联附件表)","pdf_size","其他文书附件","签章状态","0 是正常 -1 删除","文书版本","文书号","自动签名状态 0 非自动签名  1 自动签名","文书附件id(关联附件表)","记录版本","是否已上报省厅 0否 1是","签字文书已上传标志 0:否 1:是","企业id","数据导入类型，是否是本系统生成的数据 默认0 ","当事人签名证据","过过期状态期状态  0 正常 1 过期","签字文书上传时间","文书来源 L 立案  E 检查","归属年份","转办标记","转办版本号","地区编码","操作类型","uuid","分类分级","加载时间","文书类型编码(code关联字典表)","0 是正常 -1 删除","签章状态","是否已上报省厅 0否 1是","签字文书已上传标志 0:否 1:是","过过期状态期状态  0 正常 1 过期","数据导入类型，是否是本系统生成的数据 默认0 ","转办标记","地区编码"
WS320500715213085958213632,ws1004018,LA320500704980685294669824,,USER3205069MANUAL,"320571420000",2023-06-26 14:41:29.000,2023-06-27 17:45:12.000,USER3205069MANUAL,"USER3205069MANUAL,USER3205073MANUAL",,（苏苏园）应急回〔2023〕253号,FILE320500715595988772851712,,1,,"1","0",0,"253","0",FILE320500715213086667051008,,"0","1",EP3205001639666890778314420,"320500",,"0",2023-06-27 16:03:00.000,L,"2023","0","0","320500",i,"57453a39-1442-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500969637676313481216,ws10002,PE320500969637439029121024,,USER320500785159662461784064,"320571400000",2025-05-28 16:33:58.000,2025-06-09 12:44:27.000,USER320500785159662461784064,"USER320500785159662461784064,USER320500470648739564883968",,（苏苏园）应急检查〔2025〕373号,FILE320500973909551571013632,,2,,"0","0",0,"373","0",FILE320500973909551533264896,,"0","0",,"320500",,"0",,,"2025","0","0","320500",i,af229d95-3be4-11f0-b4a9-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500764475364582887424,ws10059,LA320500762310532689563648,,c215571c-6ad3-4fe4-82b7-515acf6e9792,"32050906109",2023-11-09 13:12:11.000,2023-11-09 14:43:00.000,"5faf281a-949f-48d6-89ce-2a9e9955415e","USER320500687950839465119744,c215571c-6ad3-4fe4-82b7-515acf6e9792",,（苏苏江松）应急法审〔2023〕575号,FILE320500764475365459496960,,2,,"1","0",0,"575","0",FILE320500764475365421748224,,"0","0",EP320500761909319414321152,"320500",,"0",,L,"2023","0","0","320500",i,d051528e-7f20-11ee-bd47-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500840562593734070272,ws10005,EA320500840559859484069888,EC320500840562593348194304,USER320500788834003313496064,"320583470000",2024-06-06 12:15:40.000,2024-06-07 09:45:09.000,USER320500427413193543913472,"USER320500788834003313496064,USER320500427413193543913472",,（苏苏昆张）应急责改〔2024〕763号,FILE320500840871698755489793,,1,,"1","0",0,"763","0",FILE320500840562594577125376,,"0","1","48e4200c-9c7c-43ed-8ca3-a9401f7cc9d3","320500",,"0",2024-06-07 08:43:57.000,E,"2024","0","0","320500",i,be265ae1-2426-11ef-bd47-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320581952595446230945792,ws10005,EA320581951031258689835008,EC320581952595446147059712,USER320505405006808139173888,"320581470000",2025-04-11 15:54:14.000,2025-04-11 17:39:21.000,USER320500360121939815043072,"USER320505405006808139173888,USER320505421611231728635904",,（苏苏常海）应急责改〔2025〕186号,FILE320581952595842605256704,,2,,"1",-1,0,"186","0",FILE320581952595842567507968,,"0","0",EP3205001639666919778347078,"320500",,"0",,E,"2025","0","0","320500",i,ca6ccaf6-16f6-11f0-b4a9-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500416185859990097920,ws10005,EA320500416184481972490240,EC320500416185859767799808,,"320582060000",2021-03-23 10:54:02.000,2021-07-30 17:57:38.000,USER3205316,"USER3205328,USER3205345",,（苏苏张）应急责改〔2021〕182号,FILE320500416186691850604544,,1,,"1","0",0,"182","0",FILE320500416186691804467200,,"0","0",a702af829ce011e6bd216c92bf2ec170,"320500",,"0",,E,"2021","0","0","320500",i,"30ce8bae-b306-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500759799087296942080,ws10048,LA320500736260417721995264,,USER320500427523392988516352,"320582210000",2023-10-27 15:30:20.000,2023-10-27 16:43:29.000,USER320500427523392988516352,"USER320500427523392988516352,USER320500427516359350423552",,（苏苏张）应急〔2023〕478号,FILE320500759799089108881408,,1,,"0","0",0,"478","0",FILE320500759799089079521280,,"0","0",EP320500697444047953858560,"320500",,"0",,L,"2023","0","0","320500",i,aa168b20-74e9-11ee-bd47-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS3205001039894541148098560,ws1004018,LA3205001030516584872939520,,USER3205049MANUAL,"320571410000",2025-12-08 13:29:40.000,2025-12-08 17:40:53.000,USER3205049MANUAL,"USER3205049MANUAL,USER320500423878424835133440",,（苏苏园）应急回〔2025〕61号,FILE3205001039937948981661696,,1,,"1","0",0,"61","0",FILE3205001039896023624847360,,"0","1","2c99fe82592a257701592a30f7e60cba","320500",,"0",2025-12-08 16:22:09.000,L,"2025","0","0","320500",i,"2bd1606f-d456-11f0-9bd0-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500756803044070395904,ws10063,EA320500756518409813889024,,USER320500637977333415809024,"320582030000",2023-10-19 09:05:08.000,2023-10-26 17:43:19.000,USER320500637977333415809024,"USER3205352,USER320500637977333415809024",,（苏苏张）应急确认〔2023〕290号,FILE320500756803045580345344,,2,,"0",-1,0,"290","0",FILE320500756803045542596608,,"0","0",EP3205001639666843903256409,"320500",,"0",,E,"2023","0","0","320500",i,"57f60812-6ea0-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500418695061228752896,ws10002,PE320500418694932719472640,,USER320500415111358107881472,"320508150000",2021-03-30 09:04:43.000,2021-07-30 17:57:47.000,USER320500415110949976936448,"USER320500415111847880953856,USER320500415111358107881472",,（苏苏姑）应急检查〔2021〕25号,FILE320500418695061732069376,,1,,"1","0",0,"25","0",FILE320500418695061711097856,,"0","0",,"320500",,"0",,,"2021","0","0","320500",i,"30d92ba6-b306-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500916735374351405056,ws10002,PE320500916735369364377600,,USER3205068MANUAL,"320571420000",2025-01-02 16:59:06.000,2025-01-02 18:41:10.000,USER3205068MANUAL,"USER320500787421629092204544,USER3205068MANUAL",,（苏苏园）应急检查〔2025〕20号,FILE320500916736340102483968,,2,,"0","0",0,"20","0",FILE320500916736340052152320,,"0","0",,"320500",,"0",,,"2025","0","0","320500",i,"6db1428a-c92b-11ef-b4a9-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320506826457057644253184,ws10006,ER320506819585751279734784,ER320506819585751279734784,USER3205107,"320506030000",2024-04-28 14:05:19.000,2024-10-12 17:43:19.000,USER3205107,"USER3205107,USER320506605042987977674752,USER320506594822673553428480",,（苏苏吴）应急复查〔2024〕251号,FILE320506886995198364618753,,1,,"1","0",0,"251","0",FILE320506826457059091288064,,"0","1",EP3205001639666743757131913,"320500",,"0",2024-10-12 15:22:16.000,E,"2024","0","0","320500",i,"10fca51a-0580-11ef-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320505484319567598850048,ws10015,EA320505484303591629131776,,USER3205064,"320505030000",2021-09-27 11:13:04.000,2021-10-13 19:41:35.000,USER3205051,"USER3205061,USER3205064",,（苏苏高）应急询检〔2021〕141-1号,FILE320505484319941370056704,,1,,"1","0",0,"141-1","0",FILE320505484319941101621248,,"0","0",EP320505484301069925486592,"320500",,"0",,E,"2021","0","0","320500",i,"4e209b22-1fb4-11ec-bc7f-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500806536092420411392,ws1004018,LA320500789790811402276864,,USER320500283063522940686336,"320583480000",2024-03-04 14:46:30.000,2024-03-04 16:41:10.000,USER320500283063522940686336,"USER320500283063522940686336,USER320500652446139852787712",,（苏苏昆千）应急回〔2024〕22号,FILE320500806539736540778497,,1,,"1","0",0,"22","0",FILE320500806536093137637376,,"0","1",EP320500789783910161584128,"320500",,"0",2024-03-04 15:00:59.000,L,"2024","0","0","320500",i,fa0df3aa-da47-11ee-bd47-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500698846771694014464,ws10002,PE320500698846760260341760,,USER320500284037563646218240,"320501030400",2023-05-12 10:47:35.000,2023-05-18 10:37:26.000,USER3205014,"USER320500284037563646218240,USER320500652527916646666240",,（苏苏）应急检查〔2023〕82号,FILE320500698846807131688960,,3,,"1","0",0,"82","0",FILE320500698846807056191488,,"0","0",,"320500",,"0",,,"2023","0","0","320500",i,"4fe7ff04-f40b-11ed-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320585679981410064273408,ws10006,ER320585677459091072749568,ER320585677459091072749568,USER3205421,"320585430000",2023-03-21 09:23:23.000,2023-03-23 15:42:11.000,USER3205421,"USER3205421,USER3205419",,（苏苏太沙）应急复查〔2023〕16号,FILE320585680767980778295296,,1,,"1","0",0,"16","0",FILE320585679981410315931648,,"0","1",EP320585677449915814645760,"320500",,"0",2023-03-23 13:28:56.000,E,"2023","0","0","320500",i,"0c1692af-c80a-11ed-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500514748531261575168,ws10063,EA320500514747214921207808,,USER3205354,"320582030000",2021-12-20 10:26:55.000,2022-10-27 16:54:26.000,USER320500281743963797327872,"USER3205354,USER320500281743963797327872",,（苏苏张）应急确认检〔2021〕773号,FILE320500627533294656819201,,2,,"0","0",0,"773","0",FILE320500514748734332997632,,"0","1",EP320500514739127711698944,"320500",,"0",2022-10-27 15:53:17.000,E,"2021","0","0","320500",i,"2e900c48-61b5-11ec-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500476691455822270464,ws1004018,LA320500467994180182872064,,USER320500432191861927448576,"320583420000",2021-09-06 10:01:41.000,2021-09-06 10:11:18.000,USER320500283045708154540032,"USER320500432191533404393472,USER320500432191861927448576",,（苏苏昆开）应急回〔2021〕358号,FILE320500476691456346558464,,1,,"1","0",0,"358","0",FILE320500476691456317198336,,"0","0","2ea61a87-21da-4893-a426-6455333750cc","320500",,"0",,L,"2021","0","0","320500",i,d2db2dac-0f33-11ec-bca6-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500462922993190834176,ws10003,EA320500462922953986674688,,USER320500437645997963743232,"320507450000",2021-07-30 10:10:43.000,2021-07-30 10:12:36.000,USER320500437645997963743232,"USER320500437645997963743232,USER3205215",,（苏苏相渭）应急现记〔2021〕1090号,FILE320500462923468036378625,,1,,"0","0",0,"1090","0",FILE320500462922993979363328,,"0","1",EP320500462922236471283712,"320500",,"0",2021-07-30 10:12:36.000,E,"2021","0","0","320500",i,"9054976c-f157-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320581478130053138354176,ws10002,PE320581478130029897715712,,USER320500283995339285860352,"320581290000",2021-09-10 09:18:09.000,2021-11-22 10:18:14.000,USER320500283992414517989376,"USER320500283994053714907136,USER320500283995339285860352",,（苏苏常经）应急检查〔2021〕1231号,FILE320581478130053482287104,,1,,"1","0",0,"1231","0",FILE320581478130053478092800,,"0","0",,"320500",,"0",,,"2021","0","0","320500",i,"7fd5c7ed-1258-11ec-bca6-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500564460780011917312,ws10030,LA320500500612367848050688,,USER320500446729076288262144,"32050906101",2022-05-06 14:45:38.000,2022-05-06 15:54:48.000,USER320500447768952118972416,"USER320500446729076288262144,USER320500495229827616346112",,（苏苏江七）应急处呈〔2022〕64-(1)号,FILE320500564461008647622656,,2,,"1","0",0,"64-(1)","0",FILE320500564461008593096704,,"0","0",ca88d55d-f5f6-6f58-d73f-cb4018290907,"320500",,"0",,L,"2022","0","0","320500",i,fae95ba4-cd5d-11ec-8131-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500433562802959945728,ws10062,LA320500428507233555320832,,"6f73e41e-5791-4580-9c6c-c26c7bdbf621","320509010500",2021-05-10 09:43:51.000,2021-07-30 17:58:52.000,"0effa5bb-7711-488c-916c-c23830a77bfd","6f73e41e-5791-4580-9c6c-c26c7bdbf621,d50170fe-3175-4ec7-83c0-a108f4629da1",,（苏苏江）应急告〔2021〕54号,FILE320500433562813328265216,,1,,"1","0",0,"54","0",FILE320500433562813307293696,,"0","0","1477c0cd-a98c-4d04-bdc9-60e94de43e3e","320500",,"0",,L,"2021","0","0","320500",i,"33304506-b306-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500753188239711408128,ws10030,LA320500744212104449363968,,USER3205215,"320507450000",2023-10-09 09:41:11.000,2023-10-09 10:43:47.000,USER320500308193106082140160,"USER320500462938436261646336,USER3205215",,（苏苏相渭）应急处呈〔2023〕269号,FILE320500753188240726429696,,2,,"1","0",0,"269","0",FILE320500753188240697069568,,"0","0",EP320500744202407864438784,"320500",,"0",,L,"2023","0","0","320500",i,b0e1d3f0-66c4-11ee-bd47-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320581937287275870425088,ws10003,EA320581936207263658414080,,USER320581779715464346472448,"320581030000",2025-02-28 10:05:02.000,2025-02-28 15:40:01.000,USER320581779715464346472448,"USER320581552059556021145600,USER320581779715464346472448",,（苏苏常）应急现记〔2025〕146号,FILE320581937344343885221888,,2,,"0","0",0,"146","0",FILE320581937287890654728192,,"0","1","9e7292c7dd7811e7bbd0b083feb9258c","320500",,"0",2025-02-28 13:51:48.000,,"2025","0","0","320500",i,d8ea29af-f5f5-11ef-b4a9-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320505741611766152171520,ws10062,LA320505735506447701381120,,USER320500282564897215090688,"320505460000",2023-09-07 11:00:25.000,2023-09-07 16:44:30.000,USER3205056,"USER320500282564897215090688,USER3205093",,（苏苏高）应急告〔2023〕138号,FILE320505741642091053977600,,2,,"1","0",0,"138","0",FILE320505741642091007840256,,"0","0",EP3205001639666740325127804,"320500",,"0",,L,"2023","0","0","320500",i,"6775743b-4d9f-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320506696393648387919872,ws10002,PE320506696393643795156992,,USER3205164,"320506490000",2023-05-05 16:19:45.000,2023-05-18 10:41:34.000,USER320506434317078514634752,"USER3205164,USER3205165",,（苏苏吴甪）应急检查〔2023〕613号,FILE320506696393648924790784,,1,,"1","0",0,"613","0",FILE320506696393648916402176,,"0","0",,"320500",,"0",,,"2023","0","0","320500",i,"7cd5863a-eb66-11ed-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320581980108471229747200,ws10048,LA320581954390720918065152,,USER320581784860459269361664,"320581540000",2025-06-26 14:01:11.000,2025-06-26 15:44:20.000,USER320581784860459269361664,"USER320581784860459269361664,USER320505469100959448961024",,（苏苏常董）应急〔2025〕173号,FILE320581980108476543930368,,3,,"0","0",0,"173","0",FILE320581980108476501987328,,"0","0",EP320581954380507456475136,"320500",,"0",,L,"2025","0","0","320500",i,"7a19d258-52ae-11f0-b4a9-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500854659356342358016,ws10034,LA320500847067513245143040,,USER320500432191718444503040,"320583420000",2024-07-15 09:51:11.000,2024-07-16 14:44:23.000,USER320500283045708154540032,"USER320500432191718444503040,USER320500771049716048728064",,（苏苏昆开）应急罚〔2024〕256号,FILE320500854664863291543552,,2,,"1","0",0,"256","0",FILE320500854664863253794816,,"0","0",EP320500847055817776566272,"320500",,"0",,L,"2024","0","0","320500",i,"31cfb8a6-42cc-11ef-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500695300649717338112,ws10015,LA320500692110606710345728,,"9b2442ec-f69e-42ef-96a9-8104c0862c9f","320509060100",2023-05-02 15:56:34.000,2023-05-18 10:30:58.000,"9b2442ec-f69e-42ef-96a9-8104c0862c9f","4ae2f6c8-2946-4586-9623-a82628f1dec1,9b2442ec-f69e-42ef-96a9-8104c0862c9f",,（苏苏江平）应急询〔2023〕291号,FILE320500696300314554273792,,1,,"1","0",0,"291","0",FILE320500696300314491359232,,"0","0",EP3205001639666758303150206,"320500",,"0",,L,"2023","0","0","320500",i,"7cb40117-eb66-11ed-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500852556898413580288,ws1004007,LA320500851116479653875712,,USER320500774286709968867328,"320509060100",2024-07-09 14:36:45.000,2024-07-15 11:44:39.000,USER320500774286709968867328,"USER320500774286709968867328,USER320500631441363891654656",,（苏苏江平）应急回〔2024〕172号,FILE320500854662971693993985,,1,,"1","0",0,"172","0",FILE320500852556898963034112,,"0","1",EP320500851043779740700672,"320500",,"0",2024-07-15 10:05:32.000,L,"2024","0","0","320500",i,"30c26f15-3e15-11ef-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500414799249557950464,ws10002,PE320500414799237830676480,,USER3205032,"320501060000",2021-03-19 15:04:09.000,2021-07-30 17:57:35.000,USER3205430MANUAL,"USER320500283987385723654144,USER3205032",,（苏苏）应急检查〔2021〕5号,FILE320500414799250275176448,,2,,"1","0",0,"5","0",FILE320500414799250254204928,,"0","0",,"320500",,"0",,,"2021","0","0","320500",i,"30cc6b65-b306-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500611498078142205952,ws10048,LA320500569544585802420224,,USER320500476806085261398016,"320507520000",2022-09-13 09:55:06.000,2022-09-13 09:55:06.000,USER320500476806085261398016,"USER320500476806085261398016,USER320500324555212154998784",,（苏苏相北）应急〔2022〕129号,FILE320500611498088678297600,,4,,"0","0",0,"129","0",FILE320500611498088632160256,,"0","0",a420eac2dd7111e7bbd0b083feb9258c,"320500",,"0",,L,"2022","0","0","320500",i,cc1820b3-3385-11ed-8131-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500370132020103221248,ws10030,LA320500337563247794196480,,USER320500283966300294746112,"320581460000",2020-11-16 08:52:32.000,2021-07-30 17:55:06.000,USER320500283965758969483264,"USER320500327486434418102272,USER320500283966300294746112",,（苏苏常东）应急处呈〔2020〕92号,FILE320500370132021239877632,,2,,"0","0",0,"92","0",FILE320500370132021227294720,,"0","0","390040cedd7111e7bbd0b083feb9258c","320500",,"0",,L,"2020","0","0","320500",i,bf4be73c-b303-11eb-bca6-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320505935822188722786304,ws1004019,LA320505922138081920815104,,USER320500789545676206772224,"320583480000",2025-02-24 09:03:18.000,2025-02-24 11:40:04.000,USER320500789545676206772224,"USER320500283063763387551744,USER320500789545676206772224",,（苏苏昆千）应急回〔2025〕11号,FILE320505935835802913476608,,1,,"1","0",0,"11","0",FILE320505935822189347737600,,"0","1",EP320505922130840513679360,"320500",,"0",2025-02-24 09:57:23.000,L,"2025","0","0","320500",i,"2f71ba09-f2d1-11ef-b4a9-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320581533275836724285440,ws10034,LA320581520206651274301440,,USER320500335006294685519872,"320581540000",2022-02-09 13:27:48.000,2022-04-01 08:09:23.000,USER320500389440097373655040,"USER320500335006294685519872,USER320500389442011180044288",,（苏苏常董）应急罚〔2022〕11号,FILE320581533279311226998784,,2,,"1","0",0,"11","0",FILE320581533279311193444352,,"0","0",EP320581518797364463407104,"320500",,"0",,L,"2022","0","0","320500",i,afbe4f16-89c9-11ec-8131-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500370596533059457024,ws10006,ER320500358230620318470144,ER320500358230620318470144,,"320581060000",2020-11-17 15:38:20.000,2021-07-30 17:55:14.000,USER3205263,"USER3205296,USER3205299",,（苏苏常）应急复查〔2020〕169号,FILE320500370596533466304512,,1,,"0","0",0,"169","0",FILE320500370596533449527296,,"0","0",a06843ed9ce011e6bd216c92bf2ec170,"320500",,"0",,,"2020","0","0","320500",i,bf52ddf5-b303-11eb-bca6-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500680414705931522048,ws10045,LA320500667657899366944768,,USER320500446729076288262144,"32050906101",2023-03-22 14:05:09.000,2023-03-22 15:42:04.000,USER320500620616844914462720,"USER320500446729076288262144,USER320500495229827616346112",,（苏苏江七）应急案延〔2023〕71号,FILE320500680419084881367040,,1,,"1","0",0,"71","0",FILE320500680419084789092352,,"0","0",EP3205001639666913081338887,"320500",,"0",,L,"2023","0","0","320500",i,"35d7db21-c8d3-11ed-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500881171519416307712,ws10034,LA320500858011537896378368,,USER320500427413193543913472,"320583470000",2024-09-26 13:41:03.000,2024-09-27 11:42:57.000,USER320500427398450875731968,"USER320500427413193543913472,USER320500788834003313496064",,（苏苏昆张）应急罚〔2024〕299号,FILE320500881171719706906624,,2,,"1","0",0,"299","0",FILE320500881171719589466112,,"0","0",EP3205001639666817715223751,"320500",,"0",,L,"2024","0","0","320500",i,"3ead766b-7c29-11ef-b4a9-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320581915595342118916096,ws10006,ER320581909089239751200768,ER320581909089239751200768,USER320500284023352060809216,"320581430000",2024-12-30 13:29:02.000,2024-12-30 15:41:12.000,USER320500390888592664170496,"USER320500284022139844038656,USER320500284023352060809216",,（苏苏常琴）应急复查〔2024〕1049号,FILE320581915595342467043328,,1,,"1","0",0,"1049","0",FILE320581915595342462849024,,"0","0",EP320581909084959384276992,"320500",,"0",,E,"2024","0","0","320500",i,efd3df25-c6cf-11ef-b4a9-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320506758363104080826368,ws10016,EA320506753189109526171648,,USER320506585782416166096896,"320506480000",2023-10-23 16:24:16.000,2023-10-23 18:43:16.000,USER3205159,"USER320506585782416166096896,USER3205159",,（苏苏吴临）应急询笔检〔2023〕446号,FILE320506758366156930158592,,2,,"0","0",0,"446","0",FILE320506758366156858855424,,"0","0",EP3205001639666828556237414,"320500",,"0",,E,"2023","0","0","320500",i,"013ad1eb-71c5-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500478120221664612352,ws10001,LA320500477128184190472192,,USER320500283063522940686336,"320583480000",2021-09-10 08:39:05.000,2021-09-10 08:43:02.000,USER320500283062886438277120,"USER320500283063522940686336,USER320500424961021979922432",,（苏苏昆千）应急立〔2021〕436号,FILE320500478120813275385856,,2,,"1","0",0,"436","0",FILE320500478120812721737728,,"0","0","6c6d021c-d4f7-4fc3-ba19-b3b23f76a039","320500",,"0",,L,"2021","0","0","320500",i,"7fc36be6-1258-11ec-bca6-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500692764745505181696,ws10004,EA320500692762779303546880,EM320500692764745337409536,USER320500281750587681280000,"320582410000",2023-04-25 15:59:47.000,2023-05-18 10:27:54.000,USER320500281766324076548096,"USER320500281766324076548096,USER320500281750587681280000",,（苏苏张凤）应急现决〔2023〕105号,FILE320500698092622631145473,,1,,"1","0",0,"105","0",FILE320500692764746004303872,,"0","1",EP320500608598264719085568,"320500",,"0",2023-05-10 08:50:52.000,E,"2023","0","0","320500",i,"5094e361-ef54-11ed-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320581984457365019430912,ws10030,LA320581964922816262574080,,USER320500284030724246343680,"320581500000",2025-07-08 14:02:07.000,2025-07-08 15:44:03.000,USER320500284030724246343680,"USER320500284030724246343680,USER320581937403360670126080",,（苏苏常辛）应急处呈〔2025〕236号,FILE320581984458433816170496,,2,,"0","0",0,"236","0",FILE320581984458433715507200,,"0","0",EP3205001639666931276361629,"320500",,"0",,L,"2025","0","0","320500",i,"7516116c-5c1c-11f0-b4a9-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500842356455171428352,ws10015,EA320500842355749576249344,,USER3205345,"320582030000",2024-06-11 11:03:50.000,2024-06-11 12:45:32.000,USER3205316,"USER3205337,USER3205345,USER320500637966195697389568",,（苏苏张）应急询检〔2024〕150号,FILE320500842357325263015936,,1,,"1","0",0,"150","0",FILE320500842357325208489984,,"0","0",EP320500842348482952957952,"320500",,"0",,E,"2024","0","0","320500",i,"9167d9f4-2814-11ef-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320585566656899643084800,ws1004018,LA320585544185745955360768,,USER320500282818108480032768,"320585030500",2022-05-12 16:12:14.000,2022-05-17 07:54:35.000,USER320500282816791439216640,"USER320500282818108480032768,USER320500282816791439216640",,（苏苏太）应急回〔2022〕69号,FILE320585568020783327088641,,1,,"1","0",0,"69","0",FILE320585566656899890548736,,"0","1",EP3205001639666884865306891,"320500",,"0",2022-05-16 10:31:49.000,L,"2022","0","0","320500",i,"5bf3f7b8-d603-11ec-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320581695906777954258944,ws10056,ER320581687974849745784832,ED320581695906777534828544,USER320500284028908465033216,"320581550000",2023-05-04 08:05:06.000,2023-05-18 10:44:00.000,USER320500327023994404343808,"USER320500284028908465033216,USER320500284029374368321536",,（苏苏常尚）应急改延〔2023〕6号,FILE320581695906778499518464,,1,,"1","0",0,"6","0",FILE320581695906778470158336,,"0","0","9899cd1c9ce011e6bd216c92bf2ec170","320500",,"0",,E,"2023","0","0","320500",i,"52f1f16c-ea9d-11ed-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS3205051038101651283513344,ws10047,LA320505992783978991718400,,USER320500283035291365675008,"320583030600",2025-12-03 14:45:22.000,2025-12-03 16:41:11.000,USER320500804408967823364096,"USER320500283035291365675008,USER320500804408967823364096",,（苏苏昆）应急案〔2025〕71号,FILE3205051038101652185288704,,2,,"0","0",0,"71","0",FILE3205051038101652147539968,,"0","0",EP3205001639666894752319008,"320500",,"0",,L,"2025","0","0","320500",i,"58c8404f-d068-11f0-9bd0-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500771384700278149120,ws10084,LA320500746310206396305408,,USER320500324555212154998784,"320507520000",2023-11-28 14:47:25.000,2023-12-01 11:43:04.000,USER320500324554602080899072,"USER320500324555212154998784,USER320500583969300159664128",,（苏苏相北）应急信〔2023〕,FILE320500771384700752105472,,1,,"1","0",0,,"0",FILE320500771384700722745344,,"0","0",EP3205001639666867453285445,"320500",,"0",,L,"2023","0","0","320500",i,f46cd8cc-8e0e-11ee-bd47-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
