"id","writ_id","tag_name","标签内容","父项id","开始时间","修改时间","数据导入类型，是否是本系统生成的数据 默认0 ","地区编码","操作类型","uuid","分类分级","加载时间","数据导入类型，是否是本系统生成的数据 默认0 ","地区编码"
WSE3205001000030574720585729,WS3205001000030574108217344,tag3,江苏省苏州市吴江区汾湖高新区（黎里镇）,"0",2025-08-20 13:24:30.000,2025-08-20 13:24:30.000,"0","320500",i,febf21df-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030574720585730,WS3205001000030574108217344,tag4,肖伟荣,"0",2025-08-20 13:24:30.000,2025-08-20 13:24:30.000,"0","320500",i,febf220a-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030574720585731,WS3205001000030574108217344,tag5,冶金等工贸,"0",2025-08-20 13:24:30.000,2025-08-20 13:24:30.000,"0","320500",i,febf2237-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030574720585732,WS3205001000030574108217344,tag6,"2025年08月20日","0",2025-08-20 13:24:30.000,2025-08-20 13:24:30.000,"0","320500",i,febf2260-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030574720585733,WS3205001000030574108217344,tag62,"2025年08月31日","0",2025-08-20 13:24:30.000,2025-08-20 13:24:30.000,"0","320500",i,febf228d-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030574720585734,WS3205001000030574108217344,tag7,刘凯翔、徐佳诚,"0",2025-08-20 13:24:30.000,2025-08-20 13:24:30.000,"0","320500",i,febf22b6-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030574720585735,WS3205001000030574108217344,tag9,现场和资料检查,"0",2025-08-20 13:24:30.000,2025-08-20 13:24:30.000,"0","320500",i,febf22e1-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030574720585736,WS3205001000030574108217344,tag10,,"0",2025-08-20 13:24:30.000,2025-08-20 13:24:30.000,"0","320500",i,febf230a-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030574720585737,WS3205001000030574108217344,tag20,计划检查,"0",2025-08-20 13:24:30.000,2025-08-20 13:24:30.000,"0","320500",i,febf2334-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030574720585738,WS3205001000030574108217344,tag8Item,督促企业组织制定并实施本单位的安全生产教育和培训计划，对相关岗位人员开展安全培训，确保其掌握必要的安全生产知识和技能,"0",2025-08-20 13:24:30.000,2025-08-20 13:24:30.000,"0","320500",i,febf2360-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030574720585739,WS3205001000030574108217344,tag8Item,督促企业加强对从业人员按规定佩戴、使用安全带、安全帽等劳动防护用品的管理,"0",2025-08-20 13:24:30.000,2025-08-20 13:24:30.000,"0","320500",i,febf2438-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030574720585740,WS3205001000030574108217344,tag8Item,督促企业按照安全生产“六化”工作方案，加强“三化”建设，聚焦“全员化”“实体化”“手册化”，夯实全员安全责任制，开展“一季一课”安全宣讲，全面推行每日“班前班后五分钟”安全教育培训，明确专兼职安全员（消防管理员），统一臂章上岗值班，不断提升企业基层一线人员安全生产责任意识和火灾防御应急处置能力,"0",2025-08-20 13:24:30.000,2025-08-20 13:24:30.000,"0","320500",i,febf2466-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030574720585741,WS3205001000030574108217344,tag1,（苏苏江汾）应急检查〔2025〕824号,"0",2025-08-20 13:24:30.000,2025-08-20 13:24:30.000,"0","320500",i,febf2491-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030904741007360,WS3205001000030903990226944,tag2,吴江市东方喷气织造厂,"0",2025-08-20 13:25:48.000,2025-08-20 13:25:48.000,"0","320500",i,febf2569-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030904741007361,WS3205001000030903990226944,tag3,江苏省苏州市吴江区汾湖高新区（黎里镇）,"0",2025-08-20 13:25:48.000,2025-08-20 13:25:48.000,"0","320500",i,febf2594-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030904741007362,WS3205001000030903990226944,tag4,张华英,"0",2025-08-20 13:25:48.000,2025-08-20 13:25:48.000,"0","320500",i,febf25bf-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030904741007363,WS3205001000030903990226944,tag5,冶金等工贸,"0",2025-08-20 13:25:48.000,2025-08-20 13:25:48.000,"0","320500",i,febf25e8-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030904741007364,WS3205001000030903990226944,tag6,"2025年08月20日","0",2025-08-20 13:25:48.000,2025-08-20 13:25:48.000,"0","320500",i,febf2612-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030904741007365,WS3205001000030903990226944,tag62,"2025年08月31日","0",2025-08-20 13:25:48.000,2025-08-20 13:25:48.000,"0","320500",i,febf263c-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030904741007366,WS3205001000030903990226944,tag7,徐佳诚、刘凯翔,"0",2025-08-20 13:25:48.000,2025-08-20 13:25:48.000,"0","320500",i,febf2667-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030904741007367,WS3205001000030903990226944,tag9,现场和资料检查,"0",2025-08-20 13:25:48.000,2025-08-20 13:25:48.000,"0","320500",i,febf2692-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030904741007368,WS3205001000030903990226944,tag10,,"0",2025-08-20 13:25:48.000,2025-08-20 13:25:48.000,"0","320500",i,febf26bc-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030904741007369,WS3205001000030903990226944,tag20,计划检查,"0",2025-08-20 13:25:48.000,2025-08-20 13:25:48.000,"0","320500",i,febf26e5-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031894932295680,WS3205001000031893158105088,otherExplain,,,2025-08-20 13:29:44.000,2025-08-20 13:29:44.000,"0","320500",i,febf2e95-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030904741007370,WS3205001000030903990226944,tag8Item,督促企业组织制定并实施本单位的安全生产教育和培训计划，对相关岗位人员开展安全培训，确保其掌握必要的安全生产知识和技能,"0",2025-08-20 13:25:48.000,2025-08-20 13:25:48.000,"0","320500",i,febf2711-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030904741007371,WS3205001000030903990226944,tag8Item,督促企业加强对从业人员按规定佩戴、使用安全带、安全帽等劳动防护用品的管理,"0",2025-08-20 13:25:48.000,2025-08-20 13:25:48.000,"0","320500",i,febf273a-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030904741007372,WS3205001000030903990226944,tag8Item,督促企业按照安全生产“六化”工作方案，加强“三化”建设，聚焦“全员化”“实体化”“手册化”，夯实全员安全责任制，开展“一季一课”安全宣讲，全面推行每日“班前班后五分钟”安全教育培训，明确专兼职安全员（消防管理员），统一臂章上岗值班，不断提升企业基层一线人员安全生产责任意识和火灾防御应急处置能力,"0",2025-08-20 13:25:48.000,2025-08-20 13:25:48.000,"0","320500",i,febf2766-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030904741007373,WS3205001000030903990226944,tag1,（苏苏江汾）应急检查〔2025〕825号,"0",2025-08-20 13:25:48.000,2025-08-20 13:25:48.000,"0","320500",i,febf278f-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031428408250368,WS3205001000030903990226944,hearReportDis,"0",,2025-08-20 13:27:53.000,2025-08-20 13:27:53.000,"0","320500",i,febf27b8-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031493046669312,WS3205001000030574108217344,hearReportDis,"0",,2025-08-20 13:28:09.000,2025-08-20 13:28:09.000,"0","320500",i,febf24ba-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031611506397184,WS3205001000030574108217344,hearReportDis,"0",,2025-08-20 13:28:37.000,2025-08-20 13:28:37.000,"0","320500",i,febf24e3-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031650031079424,WS3205001000030903990226944,hearReportDis,"0",,2025-08-20 13:28:46.000,2025-08-20 13:28:46.000,"0","320500",i,febf27e1-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031893481066496,WS3205001000031893158105088,tag2,张家港市上鱼纺织厂（个体工商户）生产车间东侧、西侧安全出口有物品堆放，未保持畅通案,,2025-08-20 13:29:44.000,2025-08-20 13:29:44.000,"0","320500",i,febf28bb-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031893506232320,WS3205001000031893158105088,tag3,张家港市上鱼纺织厂（个体工商户）,,2025-08-20 13:29:44.000,2025-08-20 13:29:44.000,"0","320500",i,febf29de-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031893527203840,WS3205001000031893158105088,tag4,张家港市塘桥镇妙桥双丰路12号,,2025-08-20 13:29:44.000,2025-08-20 13:29:44.000,"0","320500",i,febf2a3d-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031894416396288,WS3205001000031893158105088,tag6,朱耀东,,2025-08-20 13:29:44.000,2025-08-20 13:29:44.000,"0","320500",i,febf2b14-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031894441562112,WS3205001000031893158105088,tag7,"13451582831",,2025-08-20 13:29:44.000,2025-08-20 13:29:44.000,"0","320500",i,febf2b69-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031894743552000,WS3205001000031893158105088,tag8,塘桥镇综合行政执法局,,2025-08-20 13:29:44.000,2025-08-20 13:29:44.000,"0","320500",i,febf2bbc-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031894777106432,WS3205001000031893158105088,tag9,"2025年08月15日",,2025-08-20 13:29:44.000,2025-08-20 13:29:44.000,"0","320500",i,febf2d30-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031894798077952,WS3205001000031893158105088,tag10,执法检查,,2025-08-20 13:29:44.000,2025-08-20 13:29:44.000,"0","320500",i,febf2d8e-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031894835826688,WS3205001000031893158105088,tag11,生产车间东侧、西侧安全出口有物品堆放，未保持畅通,,2025-08-20 13:29:44.000,2025-08-20 13:29:44.000,"0","320500",i,febf2de2-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031894856798208,WS3205001000031893158105088,tag12,（1）取证情况：2025年 8月12 日，我机关执法人员对张家港市上鱼纺织厂（个体工商户）进行安全生产执法检查，发现该单位东侧、西侧安全出口有物品堆放有物品堆放，未保持畅通。制作《现场检查记录》[（苏苏张塘）应急现记〔2025〕660号]1 份，下发《责令限期整改指令书》（苏苏张塘）应急责改〔2025〕383号 1 份，拍摄现场照片 1 份，拍摄现场检查视频 1 份。（2）询问情况：我机关执法人员调查询问了张家港市上鱼纺织厂（个体工商户）主要负责人朱耀东制作《调查笔录》1 份，主要负责人朱耀东承认生产车间东侧、西侧安全出口有物品堆放，未保持畅通的违法事实。,,2025-08-20 13:29:44.000,2025-08-20 13:29:44.000,"0","320500",i,febf2e15-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031894877769728,WS3205001000031893158105088,tag13,（1）张家港市上鱼纺织厂（个体工商户）生产车间东侧、西侧安全出口有物品堆放，未保持畅通。，其行为涉嫌违反了《中华人民共和国安全生产法》第四十二条第二款：生产经营场所和员工宿舍应当设有符合紧急疏散要求、标志明显、保持畅通的出口、疏散通道。禁止占用、锁闭、封堵生产经营场所或者员工宿舍的出口、疏散通道，建议依据《中华人民共和国安全生产法》第一百零五条：生产经营单位有下列行为之一的，责令限期改正，处五万元以下的罚款，对其直接负责的主管人员和其他直接责任人员处一万元以下的罚款；逾期未改正的，责令停产停业整顿；构成犯罪的，依照刑法有关规定追究刑事责任：㈡生产经营场所和员工宿舍未设有符合紧急疏散需要、标志明显、保持畅通的出口、疏散通道，或者占用、锁闭、封堵生产经营场所或者员工宿舍出口、疏散通道的,,2025-08-20 13:29:44.000,2025-08-20 13:29:44.000,"0","320500",i,febf2e41-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031894902935552,WS3205001000031893158105088,tag14,"1、“生产车间东侧、西侧安全出口有物品堆放，未保持畅通。”依据《江苏省安全生产行政处罚裁量权基准》第二部分第一章第二十七条应裁量为一档，即“生产经营场所和员工宿舍设置的出口、疏散通道不符合紧急疏散需要、没有明显标志或未保持畅通的”，裁量幅度为一档，即“责令限期改正，处 1.5万元以下的罚款，对其直接负责的主管人员和其他直接责任人员处 3000元以下的罚款；逾期未改正的，责令停产停业整顿”纠违态度措施选择主要负责人‘逢查必考’中考试分数达到90分、立即采取措施纠正，代入公式计算为9000元（玖仟元），拟对其作出处9000元（玖仟元）罚款的行政处罚。",,2025-08-20 13:29:44.000,2025-08-20 13:29:44.000,"0","320500",i,febf2e6c-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031894953267200,WS3205001000031893158105088,tag15,建议对张家港市上鱼纺织厂（个体工商户）作出处 9000元（玖仟元）罚款的行政处罚,,2025-08-20 13:29:44.000,2025-08-20 13:29:44.000,"0","320500",i,febf2ebe-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031894978433024,WS3205001000031893158105088,record2-entity1-col1,现场检查记录-（苏苏张塘）应急现记〔2025〕660号,,2025-08-20 13:29:44.000,2025-08-20 13:29:44.000,"0","320500",i,febf2ee9-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031895007793152,WS3205001000031893158105088,record2-entity1-col2,WS320500997163928662315008,,2025-08-20 13:29:44.000,2025-08-20 13:29:44.000,"0","320500",i,febf2f11-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031895037153280,WS3205001000031893158105088,record2-entity1-col3,.pdf,,2025-08-20 13:29:44.000,2025-08-20 13:29:44.000,"0","320500",i,febf2f3a-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031895062319104,WS3205001000031893158105088,record2-entity2-col1,责令限期整改指令书-（苏苏张塘）应急责改〔2025〕383号,,2025-08-20 13:29:44.000,2025-08-20 13:29:44.000,"0","320500",i,febf2f63-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031895087484928,WS3205001000031893158105088,record2-entity2-col2,WS320500997164840126517248,,2025-08-20 13:29:44.000,2025-08-20 13:29:44.000,"0","320500",i,febf2f8e-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031895112650752,WS3205001000031893158105088,record2-entity2-col3,.pdf,,2025-08-20 13:29:44.000,2025-08-20 13:29:44.000,"0","320500",i,febf2fb7-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031895137816576,WS3205001000031893158105088,record2-type,现场笔录,,2025-08-20 13:29:44.000,2025-08-20 13:29:44.000,"0","320500",i,febf2fdf-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031895162982400,WS3205001000031893158105088,witnes3-entity1-col1,朱耀东的调查询问笔录-（苏苏张塘）应急询笔检〔2025〕250号,,2025-08-20 13:29:45.000,2025-08-20 13:29:45.000,"0","320500",i,febf3009-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031895355920384,WS3205001000031893158105088,witnes3-entity1-col2,pre-WS320500997157480666501120,,2025-08-20 13:29:45.000,2025-08-20 13:29:45.000,"0","320500",i,febf3032-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031895502721024,WS3205001000031893158105088,witnes3-entity1-col3,.pdf,,2025-08-20 13:29:45.000,2025-08-20 13:29:45.000,"0","320500",i,febf305d-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031895594995712,WS3205001000031893158105088,witnes3-type,证人证言,,2025-08-20 13:29:45.000,2025-08-20 13:29:45.000,"0","320500",i,febf3116-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031895628550144,WS3205001000031893158105088,tag1,（苏苏张塘）应急调查〔2025〕139号,,2025-08-20 13:29:45.000,2025-08-20 13:29:45.000,"0","320500",i,febf313f-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031895708241920,WS3205001000031893158105088,writTypeName,行政处罚案件调查报告,,2025-08-20 13:29:45.000,2025-08-20 13:29:45.000,"0","320500",i,febf3169-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031895737602048,WS3205001000031893158105088,recordItem,现场检查记录-（苏苏张塘）应急现记〔2025〕660号,,2025-08-20 13:29:45.000,2025-08-20 13:29:45.000,"0","320500",i,febf3194-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031895762767872,WS3205001000031893158105088,recordItem,责令限期整改指令书-（苏苏张塘）应急责改〔2025〕383号,,2025-08-20 13:29:45.000,2025-08-20 13:29:45.000,"0","320500",i,febf31bb-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000031895787933696,WS3205001000031893158105088,witnessItem,朱耀东的调查询问笔录-（苏苏张塘）应急询笔检〔2025〕250号,,2025-08-20 13:29:45.000,2025-08-20 13:29:45.000,"0","320500",i,febf31e7-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000033507143061504,WS3205001000033507021426688,tag2,张家港市塘桥盛贤洗烫服务部,"0",2025-08-20 13:36:09.000,2025-08-20 13:36:09.000,"0","320500",i,febf326f-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000033507143061505,WS3205001000033507021426688,tag3,江苏省苏州市张家港市塘桥镇,"0",2025-08-20 13:36:09.000,2025-08-20 13:36:09.000,"0","320500",i,febf329b-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000033507143061506,WS3205001000033507021426688,tag4,朱伟贤,"0",2025-08-20 13:36:09.000,2025-08-20 13:36:09.000,"0","320500",i,febf32c9-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000033507143061507,WS3205001000033507021426688,tag5,冶金等工贸,"0",2025-08-20 13:36:09.000,2025-08-20 13:36:09.000,"0","320500",i,febf32f3-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000033507143061508,WS3205001000033507021426688,tag6,"2025年08月20日","0",2025-08-20 13:36:09.000,2025-08-20 13:36:09.000,"0","320500",i,febf331d-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000033507143061509,WS3205001000033507021426688,tag62,"2025年08月20日","0",2025-08-20 13:36:09.000,2025-08-20 13:36:09.000,"0","320500",i,febf3346-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000033507143061510,WS3205001000033507021426688,tag7,林辰、陆家祯,"0",2025-08-20 13:36:09.000,2025-08-20 13:36:09.000,"0","320500",i,febf3371-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000033507143061511,WS3205001000033507021426688,tag9,现场检查,"0",2025-08-20 13:36:09.000,2025-08-20 13:36:09.000,"0","320500",i,febf339b-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000033507143061512,WS3205001000033507021426688,tag10,,"0",2025-08-20 13:36:09.000,2025-08-20 13:36:09.000,"0","320500",i,febf33c4-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000033507143061513,WS3205001000033507021426688,tag20,计划检查,"0",2025-08-20 13:36:09.000,2025-08-20 13:36:09.000,"0","320500",i,febf33ec-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000033507143061514,WS3205001000033507021426688,tag8Item,是否按规定设置安全生产管理机构或者配备安全生产管理人员,"0",2025-08-20 13:36:09.000,2025-08-20 13:36:09.000,"0","320500",i,febf3416-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000033507143061515,WS3205001000033507021426688,tag8Item,是否为从业人员提供符合国家或行业标准的安全防护用品,"0",2025-08-20 13:36:09.000,2025-08-20 13:36:09.000,"0","320500",i,febf3440-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000033507143061516,WS3205001000033507021426688,tag8Item,工业企业是否进行较大以上安全风险公示或者未设置重大安全风险警示牌,"0",2025-08-20 13:36:09.000,2025-08-20 13:36:09.000,"0","320500",i,febf346a-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000045053818703880,WS3205001000045053671903232,tag10,,"0",2025-08-20 14:22:02.000,2025-08-20 14:22:02.000,"0","320500",i,febf3d17-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000033507143061517,WS3205001000033507021426688,tag8Item,生产经营单位是否与承包单位、承租单位签订专门的安全生产管理协议或者是否在承包合同、租赁合同中明确各自的安全生产管理职责，或者是否对承包单位、承租单位的安全生产工作统一协调、管理,"0",2025-08-20 13:36:09.000,2025-08-20 13:36:09.000,"0","320500",i,febf3494-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000033507143061518,WS3205001000033507021426688,tag8Item,生产经营单位使用被派遣劳动者的，未将被派遣劳动者纳入本单位从业人员统一管理，未对被派遣劳动者进行岗位安全操作规程和安全操作技能的教育和培训（违反《江苏省安全生产条例》规定）,"0",2025-08-20 13:36:09.000,2025-08-20 13:36:09.000,"0","320500",i,febf34bd-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000033507143061519,WS3205001000033507021426688,tag1,（苏苏张塘）应急检查〔2025〕667号,"0",2025-08-20 13:36:09.000,2025-08-20 13:36:09.000,"0","320500",i,febf34e6-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000033601829474304,WS3205001000033507021426688,hearReportDis,"0",,2025-08-20 13:36:31.000,2025-08-20 13:36:31.000,"0","320500",i,febf350f-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000033757626896384,WS3205001000033507021426688,hearReportDis,"0",,2025-08-20 13:37:09.000,2025-08-20 13:37:09.000,"0","320500",i,febf3538-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000037843994677248,WS3205001000037843843682304,tag2,张家港市美泰克机械有限公司,,2025-08-20 13:53:23.000,2025-08-20 13:53:23.000,"0","320500",i,febf35b4-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000037844011454464,WS3205001000037843843682304,tag3,"2025年08月05日",,2025-08-20 13:53:23.000,2025-08-20 13:53:23.000,"0","320500",i,febf368f-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000037844019843072,WS3205001000037843843682304,tag4,现场处理措施,,2025-08-20 13:53:23.000,2025-08-20 13:53:23.000,"0","320500",i,febf36be-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000037844032425984,WS3205001000037843843682304,tag5,（苏苏张）应急现决〔2025〕70号,,2025-08-20 13:53:23.000,2025-08-20 13:53:23.000,"0","320500",i,febf36e7-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000037844045008896,WS3205001000037843843682304,tag6Item,未取得特种作业操作证人员，已不从事特种作业岗位作业。,,2025-08-20 13:53:23.000,2025-08-20 13:53:23.000,"0","320500",i,febf3711-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000037844057591808,WS3205001000037843843682304,probIds,ERP320500994549517669896192,,2025-08-20 13:53:23.000,2025-08-20 13:53:23.000,"0","320500",i,febf373a-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000037844095340544,WS3205001000037843843682304,checkIds,EP320500994540003642052608,,2025-08-20 13:53:23.000,2025-08-20 13:53:23.000,"0","320500",i,febf3763-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
