"主键","创建者","create_time","更新者","update_time","排序","是否删除  -1：已删除  0：正常","父级部门id","虚拟标识：存在一个虚拟的部门，用来查询所有下级部门中的数据；","部门编码","部门名称","简称","区域名称","部门地址","government","人名政府地址","bureau","复议安监局地址","court","诉讼人民法院地址","bank","缴纳银行地址","bank_account","邮政编码","级别","部门全称","地图id","1 公章 1 执法专用章","writ_dept_name","数据导入类型,是否是本系统生成的数据 默认0 ","地区编码","操作类型","uuid","分类分级","加载时间","是否删除名称-1:已删除,0:正常","部门编码名称","邮政编码名称","级别名称","数据导入类型名称,是否是本系统生成的数据,默认0 ","地区编码名称"
"320501100000",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:51.000,3,"0","320501",0,"32050103",执法监督局,苏苏,江苏省应急厅,苏州市姑苏区虎丘路88号,苏州市人民政府,苏州市姑苏区三香路998号,江苏省应急管理厅,南京市鼓楼区北京西路15号,姑苏区人民法院,苏州市姑苏区金储街298号,工行,无,无,"215026","4",苏州市应急管理局,,,苏州市应急管理局,"320500","320500",u,"090eebc2-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500281482683735871488,"1",2020-08-05 21:59:46.000,"1",2026-01-17 22:39:55.000,19,"0","320582",1,"320582420000",塘桥镇综合行政执法局,苏苏张塘,,江苏省苏州市张家港市塘桥镇富民路金桥塑胶西100米,张家港市人民政府,江苏省苏州市张家港市人民中路28号,,,常熟市人民法院,江苏省苏州市昆山市前进东路1258号,中国工商银行张家港塘桥支行,苏州市张家港市塘桥镇南京西路31号,"1102028809000002192-002","215611","4",张家港市塘桥镇综合行政执法和安全生产监督管理办公室二中队,,,张家港市塘桥镇人民政府,"320500","320500",u,"090f8f26-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500280303800009363456,"1",2020-08-05 21:59:46.000,"1",2026-01-17 22:39:55.000,5,"0","320501",1,"320501050000",危险化学品安全监督管理处,苏苏,,苏州市姑苏区虎丘路88号,苏州市人民政府,苏州市姑苏区三香路998号,江苏省应急管理厅,南京市鼓楼区北京西路15号,姑苏区人民法院,苏州市姑苏区金储街298号,工行,无,无,"215026","4",苏州市应急管理局,,,苏州市应急管理局,"320500","320500",u,"090f8ba8-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500281731907639578624,"1",2020-08-05 21:59:46.000,"1",2021-12-20 20:21:44.000,3,-1,DEPT320500281482683735871488,1,"320582420300",鹿苑执法中队,苏苏张塘,,江苏省苏州市张家港市塘桥镇富民路金桥塑胶西100米,张家港市人民政府,张家港市人民中路28号,,,常熟市人民法院,江苏省苏州市昆山市前进东路1258号,中国工商银行张家港塘桥支行,苏州市张家港市塘桥镇南京西路31号,"1102028809000002192-002","215611","6",张家港市综合执法局鹿苑执法中队,,,张家港市综合执法局鹿苑执法中队,"320500","320500",u,"090f902b-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320507020000",,2020-08-05 21:59:46.000,"1",2021-12-20 20:21:41.000,41,-1,"320507",0,"320507410000",太平街道安监中队,苏苏相,苏州市应急管理局,苏州市相城区嘉元路6号,相城区人民政府,苏州市相城区阳澄湖东路8号行政中心主楼2号楼,苏州市应急管理局,苏州市虎丘路88号,苏州市姑苏区人民法院,苏州市金储街298号,中国工商银行相城支行,苏州市相城区嘉元路666号,"1102026509000073364
","215131","4",苏州市相城区应急管理局,,,苏州市相城区应急管理局,"320500","320500",u,"090eef6b-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320507003","297ec0a85c1e8b79015c1e997ab70001",2021-03-01 18:51:51.000,"297ec0a85c1e8b79015c1e997ab70001",2021-12-20 20:21:41.000,10,-1,"320507",0,"320507003",苏州市相城区北桥街道,苏苏相北,苏州市相城区,苏州市相城区北桥街道上塘街8号,苏州市相城区人民政府,苏州市相城区阳澄湖东路8号,苏州市应急管理局,苏州市姑苏区虎丘路88号,苏州市姑苏区人民法院,苏州市金储街298号,中国农业银行苏州相城支行,,"538901040020208","215100","4",苏州市相城区北桥街道,"320507003",,,"320500","320500",u,"090eee93-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320582060000",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:54.000,9,"0","320582",0,"320582090000",规划科技和信息科,苏苏张,苏州市应急管理局,张家港市华昌路505号,张家港市人民政府,张家港市人民中路28号,苏州市应急管理局,苏州市虎丘路88号,常熟市人民法院,昆山市前进东路1258号,中国工商银行张家港市财税大厦分理处,张家港市人民中路50号张家港市财政大厦,"1102028809000002192-002
","215600","4",张家港市应急管理局,,,张家港市应急管理局,"320500","320500",u,"090efa7f-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320509109900","102785a6-8a70-4695-9ffd-4798d631ba3a",2021-05-10 17:41:13.000,"1",2026-01-27 12:39:39.000,50105,"0","320509",0,"320509090100",桃源镇综合行政执法和安全生产监督管理办公室,苏苏江桃,桃源镇,,苏州市吴江区人民政府,,苏州市应急管理局,,苏州市吴中区人民法院,,,,,"215200","4",苏州市吴江区桃源镇人民政府,,"2",苏州市吴江区桃源镇人民政府,"320500","320500",u,"090ef658-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500439070750708600832,"0effa5bb-7711-488c-916c-c23830a77bfd",2021-05-25 14:30:26.000,"0effa5bb-7711-488c-916c-c23830a77bfd",2026-01-17 22:39:59.000,50278,"0","320509",1,"32050906109",松陵街道综合执法局,苏苏江松,,苏州市吴江区流虹路742号,苏州市吴江区人民政府,,,,苏州市吴中区人民法院,,东太湖度假区（太湖新城）财政和资产管理局非税资金专户,,苏州农村商业银行松陵支行 0706678021120101091676,"215200","4",苏州市吴江区松陵街道综合行政执法局,,"2",苏州市吴江区人民政府松陵街道办事处,"320500","320500",u,f32a5cfc-2c46-11ec-b626-fa163e11a32f,"1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500655722885645602816,"1",2023-01-13 10:48:40.000,,2026-01-17 22:39:59.000,7,"0","320508",1,"320508090000",安委办综合处,苏苏姑,,苏州市姑苏区西环路2115号,姑苏区人民政府,,苏州市应急管理局,,吴中区人民法院,,中国工商银行苏州分行 ,,"1102020209000119258","215000","4",苏州市姑苏区应急管理局,,,苏州市姑苏区应急管理局,"320500","320500",u,c38a0638-f3c4-11f0-b0af-fa163e11a32f,"1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500280732982975664128,"1",2020-08-05 21:59:46.000,"1",2026-01-17 22:39:55.000,48,"0","320585",1,"320585440000",双凤镇,苏苏太凤,,苏州市太仓市高新区县府东街99号,太仓市人民政府,苏州市太仓市高新区县府东街99号,苏州市应急管理局,苏州市姑苏区虎丘路88号,常熟市人民法院,苏州市昆山市前进东路1258号,工商银行太仓支行,苏州市太仓市上海东路10号,"1102024009000121073","215400","4",双凤镇应急管理局,,,太仓市应急管理局,"320500","320500",u,"090f8c36-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320581040000",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:54.000,4,"0","320581",0,"320581040000",法宣科,苏苏常,苏州市应急管理局,常熟市富阳路8号,常熟市人民政府,常熟市金沙江路8号,苏州市应急管理局,苏州市姑苏区虎丘路88号,苏州市姑苏区人民法院,张家港市人民东路100号,中国农业银行常熟分行,,账号029701或通过常熟市罚没缴款电子通知书二维码扫码缴费,"215500","4",常熟市应急管理局,,,常熟市应急管理局,"320500","320500",u,"090ef891-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500283955550159376384,"1",2020-08-05 21:59:46.000,"1",2026-01-17 22:39:57.000,50,"0","320581",1,"320581500000",辛庄镇,苏苏常辛,,常熟市辛庄镇新阳大道100号,常熟市人民政府,常熟市金沙江路12号,,,苏州市姑苏区人民法院,张家港市人民东路100号,中国农业银行常熟市支行,,执法单位编码：042008,"215562","4",辛庄镇人民政府,,,辛庄镇人民政府,"320500","320500",u,"090f951e-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320509020000",,2020-08-05 21:59:46.000,"0effa5bb-7711-488c-916c-c23830a77bfd",2022-09-01 12:44:50.000,3,-1,"320509",0,"320509030000",监察大队,苏苏江,苏州市应急管理局,苏州市吴江区永康路536号,苏州市吴江区人民政府,苏州市吴江区开平路1000号,苏州市应急管理局,苏州市姑苏区区虎丘路88号,苏州市吴中区人民法院,苏州市姑苏区金储街298号,苏州农村商业银行营业部（原名：吴江农村商业银行）  0706678011120100448577,苏州市吴江区中山南路路1777号,"0706678011120100448577
","215200","4",苏州市吴江区应急管理局,,"1",苏州市吴江区应急管理局,"320500","320500",u,"090ef4b4-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320505913447494208196608,"1",2024-12-24 15:14:15.000,"1",2026-01-17 22:39:59.000,2,"0","320583010000",1,"320583030200",执法监督科,苏苏昆,,昆山市夏东街689号A栋,昆山市人民政府,,苏州市应急管理局,,常熟市人民法院,,中国建设银行股份有限公司昆山分行营业部,,"32201986436051511978-703201","215300","0",昆山市应急管理局,,,昆山市应急管理局,"320500","320500",u,"30710bfb-c21a-11ef-b4a9-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320507100000",,2020-08-05 21:59:46.000,USER3205198,2026-01-17 22:39:52.000,6,"0","320507",0,"320507060000",工贸企业安全监管科,苏苏相,苏州市应急管理局,苏州市相城区嘉元路6号,相城区人民政府,苏州市相城区阳澄湖东路8号行政中心主楼2号楼,苏州市应急管理局,苏州市虎丘路88号,苏州市姑苏区人民法院,苏州市金储街298号,中国工商银行相城支行,苏州市相城区嘉元路666号,"1102026509000073364
","215131","4",苏州市相城区应急管理局,,,苏州市相城区应急管理局,"320500","320500",u,"090ef0da-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320582010000",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:54.000,1,"0","320582",0,"320582010000",局领导,苏苏张,苏州市应急管理局,张家港市华昌路505号,张家港市人民政府,张家港市人民中路28号,苏州市应急管理局,苏州市虎丘路88号,常熟市人民法院,昆山市前进东路1258号,中国工商银行张家港市财税大厦分理处,张家港市人民中路50号张家港市财政大厦,"1102028809000002192-002
","215600","4",张家港市应急管理局,,,张家港市应急管理局,"320500","320500",u,"090ef925-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320581",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:53.000,1,"0","3205",0,"320581",苏州常熟市应急管理局,苏苏常,苏州市应急管理局,常熟市富阳路8号,常熟市人民政府,常熟市金沙江路8号,苏州市应急管理局,苏州市姑苏区虎丘路88号,苏州市姑苏区人民法院,张家港市人民东路100号,农业银行常熟支行,,"""常熟市财政局罚没收入专户执法单位编码：007001""
","215500","3",常熟市应急管理局,"320581",,常熟市应急管理局,"320500","320500",u,"090ef7e2-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500280736339253530624,"1",2020-08-05 21:59:46.000,"1",2026-01-17 22:39:55.000,45,"0","320505",1,"320505450000",东渚街道安监办,苏苏高,,苏州市高新区科普路58号,苏州市虎丘区人民政府,苏州市虎丘区科普路58号,苏州市应急管理局,苏州市姑苏区虎丘路88号,吴中区人民法院,姑苏区金储路298号,浦发银行新区支行,苏州市虎丘区狮山路8号,"89030155260000505，账户名：苏州高新区非税收入财政汇缴专户","215163","4",苏州高新区（虎丘区）应急管理局,,,苏州高新区（虎丘区）应急管理局,"320500","320500",u,"090f8cc2-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500343685679584120832,"1",2020-09-04 09:24:12.000,"1",2026-01-17 22:39:57.000,46,"0","320585",1,"320585470000",浮桥镇,苏苏太浮,,,太仓市人民政府,,苏州市应急管理局,,常熟市人民法院,,工商银行太仓支行,,"1102024009000120000",,"4",浮桥镇应急管理局,,,太仓市应急管理局,"320500","320500",u,"090f966e-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
de04af79-44ad-412a-bcda-c85a4e8b307f,,2021-05-11 09:41:12.000,"1",2026-01-27 12:39:39.000,50108,"0","320509",0,"320509020300",同里镇综合行政执法和安全生产监督管理办公室,苏苏江开同,同里街道,,苏州市吴江区人民政府,,苏州市应急管理局,,苏州市吴中区人民法院,,,,,"215200","4",苏州市吴江区同里镇人民政府,,"2",苏州市吴江区同里镇人民政府,"320500","320500",u,"090f7fbe-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500414058075482230784,"1",2021-03-17 13:58:59.000,"1",2026-01-17 22:39:58.000,12,"0","320582",1,"320582120000",冶金科,苏苏张,,张家港市华昌路505号,张家港市人民政府,,苏州市应急管理局,,常熟市人民法院,,中国工商银行张家港市财税大厦分理处,,"1102028809000002192-002","215600","4",张家港市应急管理局,,,张家港市应急管理局,"320500","320500",u,"090f98bc-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320505020000",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:51.000,1,"0","320505",0,"320505010000",局领导,苏苏高,苏州市应急管理局,苏州市高新区科普路58号,苏州市虎丘区人民政府,苏州市虎丘区科普路58号,苏州市应急管理局,苏州市姑苏区虎丘路88号,吴中区人民法院,姑苏区金储路298号,浦发银行新区支行,苏州市虎丘区狮山路8号,"89030155260000505，账户名：苏州高新区非税收入财政汇缴专户","215163","4",苏州高新区（虎丘区）应急管理局,,,苏州高新区（虎丘区）应急管理局,"320500","320500",u,"090eec06-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500282959647898341376,"1",2020-08-05 21:59:46.000,"1",2021-12-20 20:21:44.000,20,-1,"320583",1,"320583200000",培训中心,苏苏昆,,,昆山市人民政府（昆山市司法局）,昆山市前进西路1801号B栋609,苏州市应急管理局,苏州市虎丘路88号,常熟市人民法院,张家港市人民东路100号,中国建设银行,, 32201986436051511978-822101,,"4",昆山市应急管理局,,,昆山市应急管理局,"320500","320500",u,"090f918d-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320508010000",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:52.000,1,"0","320508",0,"320508010000",局领导,苏苏姑,苏州市应急管理局,苏州市姑苏区西环路2115号,姑苏区人民政府,苏州市姑苏区平川路510号,苏州市应急管理局,苏州市姑苏区虎丘路88号,吴中区人民法院,昆山市前进东路1258号,中国工商银行苏州分行 ,苏州市姑苏区阊胥路88号,"1102020209000119258
","215000","4",苏州市姑苏区应急管理局,,,苏州市姑苏区综合行政执法局,"320500","320500",u,"090ef2c0-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500282504269158944768,"1",2020-08-05 21:59:46.000,"1",2026-01-17 22:39:55.000,2,"0","320585",1,"320585020000",办公室,苏苏太,,,太仓市人民政府,苏州市太仓市高新区县府东街99号,苏州市应急管理局,苏州市姑苏区虎丘路88号,常熟市人民法院,苏州市昆山市前进东路1258号,,,,,"4",太仓市应急管理局,,,太仓市应急管理局,"320500","320500",u,"090f9056-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500439063018093940736,"0effa5bb-7711-488c-916c-c23830a77bfd",2021-05-25 13:59:42.000,"0effa5bb-7711-488c-916c-c23830a77bfd",2026-01-17 22:39:58.000,50274,"0","320509",1,"32050906102",桃源镇综合执法局,苏苏江桃,,苏州市吴江区桃源镇华盛大道688号,苏州市吴江区人民政府,,,,苏州市吴中区人民法院,,苏州市吴江区财政局桃源分局非税收入专户,,苏州农村商业银行桃源支行0706678241120100275728,"215200","4",苏州市吴江区桃源镇综合行政执法局,,"2",苏州市吴江区桃源镇人民政府,"320500","320500",u,f32a5b9c-2c46-11ec-b626-fa163e11a32f,"1","2026-03-12 01:00:10",,,,,,苏州市
"320571390000",,2020-08-05 21:59:46.000,"1",2026-02-10 17:39:19.000,4,"0","320571",0,"320571390000",监管二处,苏苏园,苏州市应急管理局,苏州工业园区现代大道999号现代大厦六楼,苏州工业园区管理委员会,苏州工业园区现代大道999号现代大厦,苏州市应急管理局,苏州市虎丘路88号,苏州市吴中区人民法院,苏州市金储街298号,建设银行苏州工业园区支行,苏州工业园区旺墩路158号,"322019888360582002000002
","215028","4",苏州工业园区应急管理局,,,苏州工业园区应急管理局,"320500","320500",u,"090ef775-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500281728549503635456,"1",2020-08-05 21:59:46.000,"1",2021-12-20 20:21:44.000,43,-1,DEPT320500281480801009274880,0,"320582414300",凤凰区域执法大队,苏苏张凤,,凤凰镇凤凰客运站向西100米,张家港市人民政府,张家港市人民中路28号,,,常熟市人民法院,昆山市前进东路1258号,中国工商银行张家港市支行代收罚款网点,苏州市张家港市凤凰镇双龙路93号,"1102028809000002192-002","215612","6",凤凰镇综合执法局凤凰区域执法大队,,,凤凰镇综合执法局凤凰区域执法大队,"320500","320500",u,"090f8f7c-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500280736686642565120,"1",2020-08-05 21:59:46.000,"1",2026-01-17 22:39:55.000,46,"0","320505",1,"320505460000",枫桥街道应急局,苏苏高,,苏州市高新区科普路58号,苏州市虎丘区人民政府,苏州市虎丘区科普路58号,苏州市应急管理局,苏州市姑苏区虎丘路88号,吴中区人民法院,姑苏区金储路298号,浦发银行新区支行,苏州市虎丘区狮山路8号,"89030155260000505，账户名：苏州高新区非税收入财政汇缴专户","215163","4",苏州高新区（虎丘区）应急管理局,,,苏州高新区（虎丘区）应急管理局,"320500","320500",u,"090f8d2e-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320505050000",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:51.000,6,"0","320505",0,"320505220000",基础监管处,苏苏高,苏州市应急管理局,苏州市高新区科普路58号,苏州市虎丘区人民政府,苏州市虎丘区科普路58号,苏州市应急管理局,苏州市姑苏区虎丘路88号,吴中区人民法院,姑苏区金储路298号,浦发银行新区支行,苏州市虎丘区狮山路8号,"89030155260000505，账户名：苏州高新区非税收入财政汇缴专户","215163","4",苏州高新区（虎丘区）应急管理局,,,苏州高新区（虎丘区）应急管理局,"320500","320500",u,"090eece3-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320507170000",,2020-08-05 21:59:46.000,USER3205198,2026-01-17 22:39:52.000,20,"0","320507",0,"320507520000",苏州市相城区北桥街道办事处,苏苏相北,苏州市应急管理局,苏州市相城区北桥街道上塘街8号,相城区人民政府,苏州市相城区阳澄湖东路8号行政中心主楼2号楼,,苏州市虎丘路88号,苏州市姑苏区人民法院,苏州市金储街298号,,苏州市相城区嘉元路666号,,"215144","4",苏州市相城区人民政府北桥街道办事处,,,苏州市相城区人民政府北桥街道办事处,"320500","320500",u,"090ef26a-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500283042162558373888,"1",2020-08-05 21:59:46.000,"1",2026-01-17 22:39:56.000,46,"0","320583",1,"320583460000",昆山高新区综合行政执法局,苏苏昆高,,,昆山市人民政府,昆山市前进西路1801号B栋609,苏州市应急管理局,苏州市虎丘路88号,常熟市人民法院,张家港市人民东路100号,中国建设银行,,"32201986436051511978-822101",,"4",昆山高新技术产业开发区管理委员会,,,昆山市应急管理局,"320500","320500",u,"090f92d7-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320507002","297ec0a85c1e8b79015c1e997ab70001",2021-03-01 18:51:51.000,,2021-12-20 20:21:41.000,11,-1,"320507",0,"320507002",苏州市相城区漕湖街道,苏苏相漕,苏州市相城区,,苏州市相城区人民政府,苏州市相城区阳澄湖东路8号,苏州市应急管理局,苏州市姑苏区虎丘路88号,苏州市姑苏区人民法院,苏州市金储街298号,,,,"215100","4",苏州市相城区漕湖街道,"320507002",,,"320500","320500",u,"090eee7c-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320501020000",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:51.000,2,"0","320501",0,"320501020000",办公室,苏苏,江苏省应急厅,苏州市姑苏区虎丘路88号,苏州市人民政府,苏州市姑苏区三香路998号,江苏省应急管理厅,南京市鼓楼区北京西路15号,姑苏区人民法院,苏州市姑苏区金储街298号,工行,无,无,"215026","4",苏州市应急管理局,,,苏州市应急管理局,"320500","320500",u,"090eea4a-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500426753284024307712,"1",2021-04-21 14:45:13.000,"1",2026-01-17 22:39:58.000,21,"0","320582",1,"320582200000",乐余镇综合行政执法局,苏苏张,,乐余镇为民服务中心三楼（乐余广场西北侧）,张家港市人民政府,,无,,常熟市人民法院,,中国工商银行张家港市各营业网点,,执法机关代码：800520101,"215621","4",张家港市乐余镇综合行政执法局,,,张家港市乐余镇人民政府,"320500","320500",u,"090f9ab3-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500280741189496344576,"1",2020-08-05 21:59:46.000,"1",2026-01-17 22:39:55.000,41,"0","320506",0,"320506500000",长桥街道,苏苏吴长,,苏州市吴中区越溪塔韵路苏街198号,苏州市吴中区人民政府,苏州市吴中区太湖东路288号,,苏州市姑苏区虎丘路88号,苏州市姑苏区人民法院,苏州市姑苏区金储街298号,工商银行吴中支行,吴中区东吴北路18号,"1102026209000058227","215104","4",苏州市吴中区长桥街道办事处,,,苏州市吴中区人民政府长桥街道办事处,"320500","320500",u,"090f8df3-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500944289040872509440,"1",2025-03-19 17:47:32.000,"1",2026-01-17 22:39:59.000,18,"0","320582",1,"320582044000",张家港市凤凰镇安监办,苏苏张,,张家港市华昌路505号,张家港市人民政府,,苏州市应急管理局,,常熟市人民法院,,中国工商银行张家港市财税大厦分理处,,"1102028809000002192-002","215600","0",张家港市应急管理局,,,张家港市应急管理局,"320500","320500",u,"3b4d4daf-04e5-11f0-b4a9-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320571400000","297ec0a85c1e8b79015c1e997ab70001",2020-08-05 21:59:46.000,"1",2026-01-17 22:39:53.000,7,"0","320571",0,"320571400000",高端制造与国际贸易区应急管理局,苏苏园,工业园区,,苏州工业园区管理委员会,,苏州市应急管理局,,苏州市吴中区人民法院,,建设银行,,,"215100","4",苏州工业园区应急管理局,,,苏州工业园区应急管理局,"320500","320500",u,"090ef78c-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320501080000",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:51.000,6,"0","320501",0,"320501060000",基础处,苏苏,江苏省应急厅,苏州市姑苏区虎丘路88号,苏州市人民政府,苏州市姑苏区三香路998号,江苏省应急管理厅,南京市鼓楼区北京西路15号,姑苏区人民法院,苏州市姑苏区金储街298号,工行,无,无,"215026","4",苏州市应急管理局,,,苏州市应急管理局,"320500","320500",u,"090eeb93-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500685175893672333312,"1",2023-04-04 17:24:24.000,"1",2026-01-17 22:39:59.000,,"0","320501100000",1,"320501030100",综合监督执法大队,苏苏,,苏州市姑苏区虎丘路88号,苏州市人民政府,,江苏省应急管理厅,,姑苏区人民法院,,工行,,无,"215026","0",苏州市应急管理局,,,苏州市应急管理局,"320500","320500",u,"9d0f97d3-d30b-11ed-bd47-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320506060000",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:51.000,6,"0","320506",0,"320506060000",基础科,苏苏吴,苏州市应急管理局,苏州市吴中区越溪苏街198号,苏州市吴中区人民政府,苏州市吴中区太湖东路288号,,苏州市姑苏区虎丘路88号,苏州市姑苏区人民法院,苏州市姑苏区金储街298号,工商银行吴中支行,吴中区东吴北路18号,"1102026209000058227
","215104","4",苏州市吴中区应急管理局,,,苏州市吴中区应急管理局,"320500","320500",u,"090eed7b-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320571430000","297ec0a85c1e8b79015c1e997ab70001",2020-08-05 21:59:46.000,"1",2026-01-17 22:39:53.000,15,"0","320571",0,"320571430000",苏州工业园区金鸡湖商务区应急管理局,苏苏园,工业园区,,苏州工业园区管理委员会,,苏州市应急管理局,,苏州市吴中区人民法院,,建设银行,,,"215100","4",苏州工业园区金鸡湖商务区应急管理局,,,苏州工业园区应急管理局,"320500","320500",u,"090ef7c9-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500283040374337835008,"1",2020-08-05 21:59:46.000,"1",2026-01-17 22:39:56.000,49,"0","320583",1,"320583490000",花桥综合行政执法局,苏苏昆花,,,昆山市人民政府,昆山市前进西路1801号B栋609,苏州市应急管理局,苏州市虎丘路88号,常熟市人民法院,张家港市人民东路100号,中国建设银行,,"32201986436051511978-822101",,"4",花桥综合行政执法局,,,昆山市应急管理局,"320500","320500",u,"090f924a-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320585396670374567219200,"1",2021-01-28 14:26:28.000,"1",2026-01-17 22:40:00.000,5,"0","320585030000",1,"320585030200",危化中队,苏苏太,,苏州市太仓市高新区县府东街99号,太仓市人民政府,,苏州市应急管理局,,常熟市人民法院,,工商银行太仓支行,,"1102024009000121073","215400","5",太仓市应急管理局,,,太仓市应急管理局,"320500","320500",u,"090f9d05-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
a1323941-60f9-4fea-a688-864c6edff1df,,2021-05-11 09:41:12.000,"1",2026-01-27 17:40:10.000,50111,"0","320509",0,"320509050400",横扇街道综合行政执法和安全生产监督管理办公室,苏苏江东横,横扇街道,苏州市吴江区横扇街道北举路228号,苏州市吴江区人民政府,,苏州市应急管理局,,苏州市吴中区人民法院,,,,,"215200","4",苏州市吴江区人民政府横扇街道办事处,,"2",苏州市吴江区人民政府横扇街道办事处,"320500","320500",u,"090f7f85-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320571410000","297ec0a85c1e8b79015c1e997ab70001",2020-08-05 21:59:46.000,"1",2026-01-17 22:39:53.000,8,"0","320571",0,"320571410000",苏州独墅湖科教创新区应急管理局,苏苏园,工业园区,,苏州工业园区管理委员会,,苏州市应急管理局,,苏州市吴中区人民法院,,建设银行,,,"215100","4",苏州工业园区应急管理局,,,苏州工业园区应急管理局,"320500","320500",u,"090ef7a2-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
