"主键id","鉴定依据:1 民标 2 危标 3 工标 4 完标 5 其他","委托日期,2011-12-22 00:00:00","建筑地址,金筑街588号","鉴定机构","图斑ID,3205080016109","区域名称 姑苏","房屋类型,示例：1","鉴定报告访问地址","报告文件2","鉴定类型:1 安全性鉴定 2 危房性鉴定 3 其他","是否解危 1 已解危， !=1 未解危","鉴定结论","正式鉴定日期,2011-12-27 00:00:00","建筑名称","街道名称,示例：白洋湾街道","报告生成日期,2011-12-27 13:40:44","房间号码","区域ID,示例：320508","报告编号,示例：苏房安鉴[2011]金咨B字第10号","项目名称,示例：金筑街588号","街道ID","creator","create_time","updater","update_time","tenant_id","deleted"
2004125384952713217,"1","2022-07-18 00:00:00",相城区蠡太路398号,苏州市相城检测股份有限公司,"3205070023050",相城,"1","","","1","0",Bsu,"",苏州大学实验学校幼儿园,北河泾街道,"2022-08-29 00:00:00","","320507",【相城】苏鉴字第007号2200157,苏州大学实验学校幼儿园,"",,2025-12-25 17:41:41.278,,2025-12-25 17:41:41.278,,0
2005452637770846210,"","2019-02-18 00:00:00",博雅苑2幢203室,"","3205080015344",姑苏,"1","","","3","","","2019-02-22 00:00:00","","","2019-02-22 16:10:50","","320508",苏房安鉴[2019]咨A用字第24号,博雅苑2幢203室,"",,2025-12-29 09:35:43.009,,2025-12-29 09:35:43.009,,0
1988796211828797442,"1","2024-02-08 00:00:00",沈周路(街、巷)28号,苏州市相城检测股份有限公司,"3205070113907",相城,"1",http://218.4.84.173:8003\fileAnnexes/a2261d72-decc-4d6c-bcbd-e0847b72469c/20250630/wu_1iuvcl2aik8ans636a2877uu8.pdf,"","1","",Bsu,"",田耘楼,度假区（阳澄湖镇）,"2025-04-24 00:00:00","","320507",【相城】苏鉴字第007号2400523,田耘楼,"",,2025-11-13 10:29:01.604,,2025-11-13 10:29:01.604,,0
2004125385376337922,"1","2023-10-19 00:00:00",武夷山路69号,苏州恒信建设技术开发检测有限公司,"3205050013456",虎丘,"1","","","1","",au,"",苏州尚之舞艺术培训中心用房【苏州科技城人才配套服务基地一区F#超市区局部】,科技城(东渚街道),"2023-10-23 00:00:00","","320505",【高新】苏鉴字第010号2301607,苏州尚之舞艺术培训中心用房【苏州科技城人才配套服务基地一区F#超市区局部】,"",,2025-12-25 17:41:41.379,,2025-12-25 17:41:41.379,,0
2004125386307473409,"1","2024-07-02 00:00:00",松涛街208号园区工业 技术学校,吴江市建设工程质量检测中心有限公司,"3205710011451",园区,"1","","","1","",Bsu,"",苏州工业园区工业技术学校玄德楼,独墅湖科教创新区,"2024-09-06 00:00:00","","320571",【工业园区】苏鉴字第017号2400955,苏州工业园区工业技术学校玄德楼,"",,2025-12-25 17:41:41.601,,2025-12-25 17:41:41.601,,0
2005452637775040513,"","2016-08-23 00:00:00",博雅苑2幢301室,"","3205080015344",姑苏,"1","","","3","","","2016-08-24 00:00:00","","","2016-08-24 14:47:05","","320508",苏房安鉴[2016]咨A用字第37号,博雅苑2幢301室,"",,2025-12-29 09:35:43.010,,2025-12-29 09:35:43.010,,0
2004125386647212033,"1","2022-12-01 00:00:00",苏虹东路177号,苏州市建设工程质量检测中心有限公司,"3205710018320",园区,"1","","","1","0",Asu,"",苏州方正科技园项目地下室B区安全性鉴定,金鸡湖中央商务区,"2023-01-09 00:00:00","","320571","",苏州方正科技园项目地下室B区安全性鉴定,"",,2025-12-25 17:41:41.682,,2025-12-25 17:41:41.682,,0
2004125387142139906,"3","2025-02-11 00:00:00",张家港沙洲电力有限公司,江苏煜顺工程检测技术服务有限公司,"3205820307079",张家港,"1","","","1","",三,"",T10转运站,冶金园（锦丰镇）,"2025-03-04 00:00:00","","320582",【张家港】苏鉴字第011号2500103,T10转运站,"",,2025-12-25 17:41:41.801,,2025-12-25 17:41:41.801,,0
2004125387490267138,"","2023-05-24 00:00:00",张家港市金港大道244号,江苏煜顺工程检测技术服务有限公司,"3205820181439",张家港,"1","","","1","","","",南苑新村项目房屋安全性及抗震鉴定,"","","","320582","",南苑新村项目房屋安全性及抗震鉴定,"",,2025-12-25 17:41:41.884,,2025-12-25 17:41:41.884,,0
2004125387494461441,"1","2025-07-15 00:00:00",金港大道110,苏州市建设工程质量检测中心有限公司,"3205820181439",张家港,"1","","","1","",Bsu,"",张家港市杨舍镇南苑新村94幢,经开区（杨舍镇）,"2025-08-28 00:00:00","","320582",【张家港】苏鉴字第001号2501775,张家港市杨舍镇南苑新村94幢,"",,2025-12-25 17:41:41.884,,2025-12-25 17:41:41.884,,0
2004125390946373634,"3","2023-11-28 00:00:00",黄浦江路181号,江苏建研建设工程质量安全鉴定有限公司,"3205810457805",常熟,"1","","","1","",二,"",三菱重工（中国常熟）二期厂房（标准厂房）,东南街道,"2024-06-24 00:00:00","","320581",【常熟】苏鉴字第015号2400685,三菱重工（中国常熟）二期厂房（标准厂房）,"",,2025-12-25 17:41:42.707,,2025-12-25 17:41:42.707,,0
2004125399343370242,"1","2025-11-24 00:00:00",海藏路2号,江苏煜顺工程检测技术服务有限公司,"3205060035389",吴中,"1","","","1","",Bsu,"",WRF200503人防工程及口部用房安全性鉴定,甪直镇,"2025-12-17 00:00:00","","320506",【吴中】苏鉴字第011号2502574,WRF200503人防工程及口部用房安全性鉴定,"",,2025-12-25 17:41:44.710,,2025-12-25 17:41:44.710,,0
2004125407962664962,"","2008-03-11 00:00:00",光福镇迂里村,"","3205060007016",吴中,"2","","","3","","","2008-03-24 00:00:00","",光福镇,"2008-03-24 16:45:28","","320506",苏房鉴处[2008]安鉴A字第17号,光福镇迂里村,"",,2025-12-25 17:41:46.765,,2025-12-25 17:41:46.765,,0
2004125415336251394,"2","2021-01-01 17:15:34",吴江桃源镇大德村委会金四毛,"","3205090244741",吴江,"2","","","2","0",D,"","",桃源镇,"","","320509","",吴江桃源镇大德村委会金四毛_,"",,2025-12-25 17:41:48.522,,2025-12-25 17:41:48.522,,0
2004125415340445697,"2","2022-12-26 14:19:06","21组金四毛","","3205090244741",吴江,"2","","","2","0",D,"","",桃源镇,"","","","","21组金四毛_","",,2025-12-25 17:41:48.523,,2025-12-25 17:41:48.523,,0
2004125424983150593,"1","2022-10-08 00:00:00",相城区阳澄湖镇沈周村小桥浜里30号,苏州中正工程检测有限公司,"3205070114870",相城,"2","","","1","0",Bsu,"",相城区阳澄湖镇桥浜饭店,阳澄湖镇,"2022-10-14 00:00:00","","320507",【相城】苏鉴字第005号2200334,相城区阳澄湖镇桥浜饭店,"",,2025-12-25 17:41:50.823,,2025-12-25 17:41:50.823,,0
2004125424987344897,"1","2025-11-21 00:00:00",相城区元和街道华元路与蠡东路交叉口,苏州市相城检测股份有限公司,"3205070166772",相城,"1","","","1","",bu,"",众泾水岸花园二期配套用房（一层至三层8-1/8×C-D区域、三层4-6×F-G区域）,"","2025-12-09 00:00:00","","320507","",众泾水岸花园二期配套用房（一层至三层8-1/8×C-D区域、三层4-6×F-G区域）,"",,2025-12-25 17:41:50.823,,2025-12-25 17:41:50.823,,0
2004125426744758273,"","2014-03-04 00:00:00",文昌花园14幢704室,"","3205050030379",虎丘,"1","","","3","","","2014-03-05 00:00:00","","","2014-03-06 09:07:47","","320505",苏房安鉴[2014]改B字第952号,文昌花园14幢704室,"",,2025-12-25 17:41:51.242,,2025-12-25 17:41:51.242,,0
2004125426744758274,"","2013-09-05 00:00:00",文昌花园14幢1002室,"","3205050030379",虎丘,"1","","","3","","","2013-09-16 00:00:00","","","2013-09-16 09:22:00","","320505",苏房安鉴[2013]改B字第5103号,文昌花园14幢1002室,"",,2025-12-25 17:41:51.243,,2025-12-25 17:41:51.243,,0
2004125428607029250,"","2016-05-24 00:00:00",香城花园三区31幢302室,"","3205070066714",相城,"1","","","3","","","","","","2016-05-24 10:40:18","","320507",苏房安鉴[2016]内改A字第1319号,香城花园三区31幢302室,"",,2025-12-25 17:41:51.686,,2025-12-25 17:41:51.686,,0
2004125428611223553,"","2018-02-01 00:00:00",香城花园三区31幢,"","3205070066714",相城,"1","","","3","","","2018-02-24 00:00:00","","","2018-02-26 15:03:19","","320507",苏房安鉴[2018]咨B用字第64号,香城花园三区31幢,"",,2025-12-25 17:41:51.687,,2025-12-25 17:41:51.687,,0
2005452637779234817,"","2019-02-18 00:00:00",博雅苑2幢406室,"","3205080015344",姑苏,"1","","","3","","","2019-02-22 00:00:00","","","2019-02-22 16:09:46","","320508",苏房安鉴[2019]咨A用字第23号,博雅苑2幢406室,"",,2025-12-29 09:35:43.011,,2025-12-29 09:35:43.011,,0
2004125428611223554,"","2012-06-19 00:00:00",香城花园三区31幢702室,"","3205070066714",相城,"1","","","3","","","2012-06-27 00:00:00","","","2012-06-27 12:36:08","","320507",苏房安鉴[2012]改B字第1679号,香城花园三区31幢702室,"",,2025-12-25 17:41:51.687,,2025-12-25 17:41:51.687,,0
2004125428611223555,"","2011-07-20 00:00:00",香城花园三区31幢1101室,"","3205070066714",相城,"1","","","3","","","2011-07-27 00:00:00","","","2011-07-27 15:31:25","","320507",苏房安鉴[2011]审B字第2098号,香城花园三区31幢1101室,"",,2025-12-25 17:41:51.688,,2025-12-25 17:41:51.688,,0
2004125430595129345,"1","2022-10-24 00:00:00",苏州高新区通安镇树山村7组戈家坞47号,苏州恒信建设技术开发检测有限公司,"3205050036002",虎丘,"2","","","1","0",Bsu,"",通安镇树山村7组戈家坞47号房屋,"","2022-10-28 00:00:00","","320505",【高新】苏鉴字第010号2200378,通安镇树山村7组戈家坞47号房屋,"",,2025-12-25 17:41:52.160,,2025-12-25 17:41:52.160,,0
2004125432012804098,"","2017-04-28 00:00:00",瀚河苑18幢805室,"","3205080004485",姑苏,"1","","","3","","","","","","2017-04-28 11:26:41","","320508",苏房安鉴[2017]内改B字第384号,瀚河苑18幢805室,"",,2025-12-25 17:41:52.498,,2025-12-25 17:41:52.498,,0
2005452637779234818,"","2020-05-22 00:00:00",博雅苑2幢405室,"","3205080015344",姑苏,"1","","","3","","","2020-05-27 00:00:00","","","2020-05-28 15:31:12","","320508",苏房安鉴[2020]意B维字第128号,博雅苑2幢405室,"",,2025-12-29 09:35:43.011,,2025-12-29 09:35:43.011,,0
2004125432012804099,"","2017-01-16 00:00:00",瀚河苑18幢1901室,"","3205080004485",姑苏,"1","","","3","","","","","","2017-01-16 11:33:20","","320508",苏房安鉴[2017]内改B字第54号,瀚河苑18幢1901室,"",,2025-12-25 17:41:52.499,,2025-12-25 17:41:52.499,,0
2004125432016998401,"","2016-07-21 00:00:00",瀚河苑18幢201室,"","3205080004485",姑苏,"1","","","3","","","","","","2016-07-21 10:53:28","","320508",苏房安鉴[2016]内改B字第1831号,瀚河苑18幢201室,"",,2025-12-25 17:41:52.499,,2025-12-25 17:41:52.499,,0
2004125432016998402,"","2016-07-21 00:00:00",瀚河苑18幢402室,"","3205080004485",姑苏,"1","","","3","","","","","","2016-07-21 11:14:06","","320508",苏房安鉴[2016]内改B字第1832号,瀚河苑18幢402室,"",,2025-12-25 17:41:52.499,,2025-12-25 17:41:52.499,,0
2004125432016998403,"","2016-09-08 00:00:00",瀚河苑18幢1501室,"","3205080004485",姑苏,"1","","","3","","","","","","2016-09-08 13:58:47","","320508",苏房安鉴[2016]内改A字第1915号,瀚河苑18幢1501室,"",,2025-12-25 17:41:52.500,,2025-12-25 17:41:52.500,,0
2004125432021192706,"","2016-09-19 00:00:00",瀚河苑18幢1502室,"","3205080004485",姑苏,"1","","","3","","","","","","2016-09-19 09:46:19","","320508",苏房安鉴[2016]内改A字第1942号,瀚河苑18幢1502室,"",,2025-12-25 17:41:52.500,,2025-12-25 17:41:52.500,,0
1990304839387746306,"3","2025-06-20 00:00:00",莫城大道125号2幢,江苏建研建设工程质量安全鉴定有限公司,"3205810233292",常熟,"1",http://218.4.84.173:8003\fileAnnexes/6dc5f18b-a942-4071-b6f6-b9500ad0cd2b/20250930/wu_1j6c648tf8kl98j1cn1buukl38.pdf,"","1","",b,"",苏州市安本通物流有限公司1#车间,莫城街道,"2025-09-09 00:00:00","","320581",【常熟】苏鉴字第015号2501649,苏州市安本通物流有限公司1#车间,"",,2025-11-17 14:23:46.443,,2025-11-17 14:23:46.443,,0
2004125432021192707,"","2016-07-28 00:00:00",瀚河苑18幢2005室,"","3205080004485",姑苏,"1","","","3","","","","","","2016-07-28 09:45:10","","320508",苏房安鉴[2016]内改A字第1752号,瀚河苑18幢2005室,"",,2025-12-25 17:41:52.500,,2025-12-25 17:41:52.500,,0
2004125432021192708,"","2016-07-14 00:00:00",瀚河苑18幢2002室,"","3205080004485",姑苏,"1","","","3","","","","","","2016-07-14 13:32:03","","320508",苏房安鉴[2016]内改A字第1671号,瀚河苑18幢2002室,"",,2025-12-25 17:41:52.501,,2025-12-25 17:41:52.501,,0
2004125432025387009,"","2016-07-13 00:00:00",瀚河苑18幢1401室,"","3205080004485",姑苏,"1","","","3","","","","","","2016-07-13 13:44:16","","320508",苏房安鉴[2016]内改B字第1799号,瀚河苑18幢1401室,"",,2025-12-25 17:41:52.501,,2025-12-25 17:41:52.501,,0
2004125432025387010,"","2016-09-26 00:00:00",瀚河苑18幢1801室,"","3205080004485",姑苏,"1","","","3","","","","","","2016-09-26 10:27:51","","320508",苏房安鉴[2016]内改B字第2093号,瀚河苑18幢1801室,"",,2025-12-25 17:41:52.501,,2025-12-25 17:41:52.501,,0
2005452637783429122,"","2017-06-02 00:00:00",博雅苑2幢401室,"","3205080015344",姑苏,"1","","","3","","","2017-06-15 00:00:00","","","2017-06-15 09:05:57","","320508",苏房安鉴[2017]咨A用字第345号,博雅苑2幢401室,"",,2025-12-29 09:35:43.012,,2025-12-29 09:35:43.012,,0
2005452637787623426,"","2020-05-22 00:00:00",博雅苑2幢202室,"","3205080015344",姑苏,"1","","","3","","","2020-05-27 00:00:00","","","2020-05-28 15:30:43","","320508",苏房安鉴[2020]意B维字第127号,博雅苑2幢202室,"",,2025-12-29 09:35:43.013,,2025-12-29 09:35:43.013,,0
1990305061497114625,"1","2025-09-03 00:00:00",树园路111号11幢,江苏省建筑工程质量检测中心有限公司,"3205810228494",常熟,"1","","","1","","","",常熟市莫城街道树园路111号(常熟市城西水处理厂)污泥脱水机房,"","","","320581","",常熟市莫城街道树园路111号(常熟市城西水处理厂)污泥脱水机房,"",,2025-11-17 14:24:39.398,,2025-11-17 14:24:39.398,,0
2004125432486760449,"","2013-07-05 00:00:00",南环新村11幢1601室,"","3205080085804",姑苏,"1","","","3","","","2013-07-08 00:00:00","","","2013-07-09 09:54:56","","320508",苏房安鉴[2013]改B字第3896号,南环新村11幢1601室,"",,2025-12-25 17:41:52.611,,2025-12-25 17:41:52.611,,0
2004125432490954754,"","2013-07-08 00:00:00",南环新村11幢1606室,"","3205080085804",姑苏,"1","","","3","","","2013-07-11 00:00:00","","","2013-07-11 14:36:44","","320508",苏房安鉴[2013]改A字第3149号,南环新村11幢1606室,"",,2025-12-25 17:41:52.612,,2025-12-25 17:41:52.612,,0
2004125432490954755,"","2013-07-02 00:00:00",南环新村11幢1105室,"","3205080085804",姑苏,"1","","","3","","","2013-07-02 00:00:00","","","2013-07-03 14:48:32","","320508",苏房安鉴[2013]改A字第2877号,南环新村11幢1105室,"",,2025-12-25 17:41:52.612,,2025-12-25 17:41:52.612,,0
2004125432490954756,"","2013-07-08 00:00:00",南环新村11幢1701室,"","3205080085804",姑苏,"1","","","3","","","2013-07-11 00:00:00","","","2013-07-11 15:14:23","","320508",苏房安鉴[2013]改A字第3171号,南环新村11幢1701室,"",,2025-12-25 17:41:52.613,,2025-12-25 17:41:52.613,,0
2004125432495149057,"","2013-06-20 00:00:00",南环新村11幢2005室,"","3205080085804",姑苏,"1","","","3","","","2013-06-21 00:00:00","","","2013-07-02 10:29:03","","320508",苏房安鉴[2013]改A字第2759号,南环新村11幢2005室,"",,2025-12-25 17:41:52.613,,2025-12-25 17:41:52.613,,0
2004125432495149058,"","2013-07-01 00:00:00",南环新村11幢2001室,"","3205080085804",姑苏,"1","","","3","","","2013-07-05 00:00:00","","","2013-07-09 16:19:19","","320508",苏房安鉴[2013]改B字第4053号,南环新村11幢2001室,"",,2025-12-25 17:41:52.613,,2025-12-25 17:41:52.613,,0
2004125432495149059,"","2013-07-01 00:00:00",南环新村11幢1001室,"","3205080085804",姑苏,"1","","","3","","","2013-07-05 00:00:00","","","2013-07-09 16:09:30","","320508",苏房安鉴[2013]改B字第4051号,南环新村11幢1001室,"",,2025-12-25 17:41:52.614,,2025-12-25 17:41:52.614,,0
2004125432499343361,"","2013-07-03 00:00:00",南环新村11幢2201室,"","3205080085804",姑苏,"1","","","3","","","2013-07-05 00:00:00","","","2013-07-10 10:10:51","","320508",苏房安鉴[2013]改B字第4070号,南环新村11幢2201室,"",,2025-12-25 17:41:52.614,,2025-12-25 17:41:52.614,,0
2004125432499343362,"","2008-08-18 00:00:00",广大家园5幢407室,"","3205080010839",姑苏,"1","","","3","","","2008-08-21 00:00:00","","","2008-08-21 08:38:54","","320508",苏房鉴处[2008]装咨A字第1356号,广大家园5幢407室,"",,2025-12-25 17:41:52.614,,2025-12-25 17:41:52.614,,0
2004125432503537666,"","2013-06-28 00:00:00",南环新村11幢2801室,"","3205080085804",姑苏,"1","","","3","","","2013-07-01 00:00:00","","","2013-07-03 09:22:52","","320508",苏房安鉴[2013]改A字第2820号,南环新村11幢2801室,"",,2025-12-25 17:41:52.615,,2025-12-25 17:41:52.615,,0
2005452638932668417,"1","2025-05-07 00:00:00",康阳路311号,苏州市相城检测股份有限公司,"3205070075494",相城,"1","","","1","",Bsu,"",漕湖污水处理厂综合楼,漕湖街道,"2025-05-30 00:00:00","","320507",【相城】苏鉴字第007号2501046,漕湖污水处理厂综合楼,"",,2025-12-29 09:35:43.286,,2025-12-29 09:35:43.286,,0
2008054430245818370,"","2016-03-21 00:00:00",国宾花园278幢401室,"","3205710005550",园区,"1","","","3","","","","","","2016-03-21 09:42:20","","320571",苏房安鉴[2016]内改A字第709号,国宾花园278幢401室,"",,2026-01-05 13:54:18.674,,2026-01-05 13:54:18.674,,0
2004125432503537667,"","2013-07-01 00:00:00",南环新村11幢1808室,"","3205080085804",姑苏,"1","","","3","","","2013-07-05 00:00:00","","","2013-07-10 09:51:14","","320508",苏房安鉴[2013]改B字第4064号,南环新村11幢1808室,"",,2025-12-25 17:41:52.615,,2025-12-25 17:41:52.615,,0
1990305142430404609,"","2011-07-21 00:00:00",体育中心,"","3205810230507","","1",http://218.4.84.173:8199/identify-report/D3ECD668-D0F4-4173-B717-2898A11A6725.pdf,"","3","","","2011-07-22 00:00:00","","","2011-07-22 12:05:35","","999999",苏房安鉴[2011]舞咨B字第9号,体育中心,"",,2025-11-17 14:24:58.694,,2025-11-17 14:24:58.694,,0
1990305161422213122,"1","2025-09-03 00:00:00",树园路111号20幢,江苏省建筑工程质量检测中心有限公司,"3205810241631",常熟,"1","","","1","","","",常熟市莫城街道树园路111号(常熟市城西水处理厂)传达室2,"","","","320581","",常熟市莫城街道树园路111号(常熟市城西水处理厂)传达室2,"",,2025-11-17 14:25:03.223,,2025-11-17 14:25:03.223,,0
1990305176567844866,"","2025-09-03 00:00:00",树园路111号7幢,江苏省建筑工程质量检测中心有限公司,"3205810228497",常熟,"1","","","1","","","",常熟市莫城街道树园路111号(常熟市城西水处理厂)反冲洗机房,"","","","320581","",常熟市莫城街道树园路111号(常熟市城西水处理厂)反冲洗机房,"",,2025-11-17 14:25:06.833,,2025-11-17 14:25:06.833,,0
2005452648277577729,"1","2023-05-29 00:00:00",人民路819号,苏州恒信建设技术开发检测有限公司,"3205080098271",姑苏,"1","","","1","",Asu,"",医院南楼房屋安全性鉴定,沧浪街道,"2023-06-07 00:00:00","","320508",【姑苏】苏鉴字第010号2300833,医院南楼房屋安全性鉴定,"",,2025-12-29 09:35:45.514,,2025-12-29 09:35:45.514,,0
2005452650227929089,"","2020-12-29 00:00:00",乌龙巷3号,"","3205080037707",姑苏,"1","","","3","","","2021-01-06 00:00:00","","","2021-01-06 10:31:53","","999999",苏房安鉴[2021]意A危字第1号,乌龙巷3号,"",,2025-12-29 09:35:45.979,,2025-12-29 09:35:45.979,,0
1990715478333624321,"3","2025-08-20 00:00:00",常熟经济技术开发区滨江路20号,南京南大工程检测有限公司,"3205810373585",常熟,"1",http://218.4.84.173:8003\fileAnnexes/bb70daed-6afc-423d-bbd8-26dc8b77b0a7/20250923/wu_1j5q2qv6bdpvu8pbar9pa16qh8.pdf,"","1","",二,"",苏州市常熟新泰港务有限公司流动机械库,"","2025-09-09 00:00:00","","320581",【常熟】苏鉴字第008号2501796,苏州市常熟新泰港务有限公司流动机械库,"",,2025-11-18 17:35:30.398,,2025-11-18 17:35:30.398,,0
1990715530259107842,"1","2025-08-20 00:00:00",江苏省苏州市常熟市经济技术开发区碧溪街道滨江路20号,南京南大工程检测有限公司,"3205810373587",常熟,"1",http://218.4.84.173:8003\fileAnnexes/bb70daed-6afc-423d-bbd8-26dc8b77b0a7/20250916/wu_1j582viav1tethim1mkk356fja8.pdf,"","1","",Bsu,"",苏州市常熟新泰港务有限公司食堂,"","2025-09-02 00:00:00","","320581",【常熟】苏鉴字第008号2501792,苏州市常熟新泰港务有限公司食堂,"",,2025-11-18 17:35:42.778,,2025-11-18 17:35:42.778,,0
1990715560567148545,"3","2025-08-20 00:00:00",苏州市常熟市经济技术开发区碧溪街道滨江路20号,南京南大工程检测有限公司,"3205810599337",常熟,"1",http://218.4.84.173:8003\fileAnnexes/bb70daed-6afc-423d-bbd8-26dc8b77b0a7/20250925/wu_1j5v8dquv1kcfia5s1p12kqg18.pdf,"","1","",二,"",苏州市常熟新泰港务有限公司供水调节站,"","2025-09-08 00:00:00","","320581",【常熟】苏鉴字第008号2501791,苏州市常熟新泰港务有限公司供水调节站,"",,2025-11-18 17:35:50.002,,2025-11-18 17:35:50.002,,0
1990715601335783426,"3","2022-08-11 00:00:00",常熟经济技术开发区长春路2号,苏州市建设工程质量检测中心有限公司,"3205810369359",常熟,"1",http://218.4.84.173:8003\fileAnnexes/bce8cdf6-cb84-4ad5-b76a-babd4fd1fc14/20221027/wu_1ggbjc3i85i1fin1jsl1ktalg58.pdf,"","1","0",一,"",维苏威铸造科技（江苏）有限公司危废仓库,碧溪街道,"2022-08-09 00:00:00","","320581",【常熟】苏鉴字第001号2200110,维苏威铸造科技（江苏）有限公司危废仓库,"",,2025-11-18 17:35:59.723,,2025-11-18 17:35:59.723,,0
2005452650236317698,"1","2022-07-18 00:00:00",苏州市姑苏区枫桥路寒山寺弄3号,南京南大工程检测有限公司,"3205080019141",姑苏,"1","","","1","0",du,"",苏州市枫桥风景名胜区管理处（寒山寺弄3号）,金阊街道,"2022-08-12 00:00:00","","320508",【姑苏】苏鉴字第008号2200051,苏州市枫桥风景名胜区管理处（寒山寺弄3号）,"",,2025-12-29 09:35:45.981,,2025-12-29 09:35:45.981,,0
2005452650236317699,"1","2023-04-19 00:00:00",寒山寺,南京南大工程检测有限公司,"3205080019141",姑苏,"1","","","1","",bu,"",寒山寺弄3号房屋加固后二次安全性鉴定,金阊街道,"2023-05-16 00:00:00","","320508",【姑苏】苏鉴字第008号2300586,寒山寺弄3号房屋加固后二次安全性鉴定,"",,2025-12-29 09:35:45.981,,2025-12-29 09:35:45.981,,0
1990715640116318210,"","2023-07-10 00:00:00",碧溪东路16号,江苏煜顺工程检测技术服务有限公司,"3205810149630",常熟,"1","","","1","","","",苏州常熟华东饭店项目安全性鉴定,"","","","320581","",苏州常熟华东饭店项目安全性鉴定,"",,2025-11-18 17:36:08.969,,2025-11-18 17:36:08.969,,0
1990715653911384065,"1","2025-05-27 00:00:00",浒浦新港路179号,江苏省建筑工程质量检测中心有限公司,"3205810098097",常熟,"1",http://218.4.84.173:8003\fileAnnexes/8bdc79fa-97bd-46f7-8002-3e12a67cd56e/20250630/wu_1iv0bm6ti1tnoe0cb2j7nav2m8.pdf,"","1","",Bsu,"",常熟市碧溪街道浒浦新港路179号4幢,"","2025-06-30 00:00:00","","320581",【常熟】苏鉴字第012号2501091,常熟市碧溪街道浒浦新港路179号4幢,"",,2025-11-18 17:36:12.258,,2025-11-18 17:36:12.258,,0
1990715682411679746,"1","2024-03-27 00:00:00",扬子江大道120号1幢,江苏省建筑工程质量检测中心有限公司,"3205810149610",常熟,"1",http://218.4.84.173:8003\fileAnnexes/8bdc79fa-97bd-46f7-8002-3e12a67cd56e/20240604/wu_1hvhpv5kn1s4q86b11cs18dd1hjh8.pdf,"","1","","","",常熟市碧溪新区新港集贸市场3~26×D~W轴局部区域钢结构构件安全性检测鉴定,碧溪街道,"2024-06-04 00:00:00","","320581",【常熟】苏鉴字第012号2400383,常熟市碧溪新区新港集贸市场3~26×D~W轴局部区域钢结构构件安全性检测鉴定,"",,2025-11-18 17:36:19.054,,2025-11-18 17:36:19.054,,0
1990715693094572034,"3","2022-11-20 00:00:00",苏州市常熟市兴华港区大道1号,苏州市建设工程质量检测中心有限公司,"3205810166990",常熟,"1",http://218.4.84.173:8003\fileAnnexes/3a652cab-fc4d-4257-84d4-8caabd1b1399/20230630/wu_1h45oeol2290bpaa5s1isqs5m8.pdf,"","1","",三,"",常熟兴华港口有限公司CFS仓库,碧溪街道,"2023-06-03 00:00:00","","320581",【常熟】苏鉴字第001号2300472,常熟兴华港口有限公司CFS仓库,"",,2025-11-18 17:36:21.600,,2025-11-18 17:36:21.600,,0
1990715737042489345,"1","2023-12-11 00:00:00",江苏省常熟市长青路16号,常州市建筑科学研究院集团股份有限公司,"3205810376672",常熟,"1",http://218.4.84.173:8003\fileAnnexes/2deac5e3-7999-4e80-959a-2b2123dcfc3f/20240202/wu_1hlkadh2nolf185o19io185euh28.pdf,"","1","",Csu,"",苏州圣特斯智能装备有限公司门卫房屋鉴定,"","2024-01-17 00:00:00","","320581","",苏州圣特斯智能装备有限公司门卫房屋鉴定,"",,2025-11-18 17:36:32.078,,2025-11-18 17:36:32.078,,0
2004125432503537668,"","2013-08-19 00:00:00",南环新村11幢102室,"","3205080085804",姑苏,"1","","","3","","","2013-08-21 00:00:00","","","2013-08-21 10:33:51","","320508",苏房安鉴[2013]改A字第3976号,南环新村11幢102室,"",,2025-12-25 17:41:52.615,,2025-12-25 17:41:52.615,,0
2004125432503537669,"","2020-11-05 00:00:00",南环新村11幢3307室,"","3205080085804",姑苏,"1","","","3","","","2020-11-10 00:00:00","","","2020-11-10 15:03:57","","320508",苏房安鉴[2020]意B维字第582号,南环新村11幢3307室,"",,2025-12-25 17:41:52.616,,2025-12-25 17:41:52.616,,0
2004125432507731970,"","2013-07-18 00:00:00",南环新村11幢1903室,"","3205080085804",姑苏,"1","","","3","","","2013-07-19 00:00:00","","","2013-07-29 16:43:19","","320508",苏房安鉴[2013]改A字第3626号,南环新村11幢1903室,"",,2025-12-25 17:41:52.616,,2025-12-25 17:41:52.616,,0
2008054430245818371,"","2015-09-22 00:00:00",国宾花园278幢404室,"","3205710005550",园区,"1","","","3","","","","","","2015-09-22 10:35:06","","320571",苏房安鉴[2015]内改B字第2469号,国宾花园278幢404室,"",,2026-01-05 13:54:18.674,,2026-01-05 13:54:18.674,,0
1990715811596242946,"3","2022-11-23 00:00:00",碧溪街道兴华港区大道1-1号1幢,苏州市建设工程质量检测中心有限公司,"3205810166989",常熟,"1",http://218.4.84.173:8003\fileAnnexes/0454e052-ab8e-49d7-a065-a9700b79b520/20230130/wu_1go0jsr9b16he6o21h7912635rd8.pdf,"","1","0",二,"",常熟兴华港口有限公司W2仓库,碧溪街道,"2023-01-12 00:00:00","","320581",【常熟】苏鉴字第001号2200782,常熟兴华港口有限公司W2仓库,"",,2025-11-18 17:36:49.853,,2025-11-18 17:36:49.853,,0
